,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
6469,F35885,1757.0,E,2.0,2021-08-19 11:55:47.387,2021-08-19,2021-07-20 00:00:00,2021-08-19,,731.84,0.0,0.0
6514,F35930,1016.0,E,3.0,2021-08-24 09:42:15.243,2021-08-24,2021-08-20 00:00:00,2021-09-23,,4400.0,0.0,0.0
6529,F35945,1083.0,E,3.0,2021-08-25 09:59:57.413,2021-08-25,2021-08-09 00:00:00,2021-08-25,,17396.15,0.0,0.0
6556,F35972,1852.0,E,2.0,2021-08-30 08:29:17.770,2021-08-30,2021-08-30 00:00:00,2021-09-29,,9365.400000000001,0.0,0.0
6563,F35979,1852.0,E,2.0,2021-08-30 10:01:23.837,2021-08-30,2021-08-30 00:00:00,2021-09-29,,4620.0,0.0,0.0
6610,F36026,1130.0,E,2.0,2021-09-02 08:57:07.770,2021-09-02,2021-09-01 00:00:00,2021-09-10,,908.0000000000001,0.0,0.0
6654,F36070,1852.0,E,2.0,2021-09-06 11:55:19.860,2021-09-06,2021-09-06 00:00:00,2021-10-06,,9365.400000000001,0.0,0.0
6655,F36071,1852.0,E,2.0,2021-09-06 11:59:58.570,2021-09-06,2021-09-06 00:00:00,2021-10-06,,4620.0,0.0,0.0
6671,F36087,1016.0,E,3.0,2021-09-08 09:09:36.027,2021-09-08,2021-08-25 00:00:00,2021-10-08,,3932.0,0.0,0.0
6717,F36133,1016.0,E,3.0,2021-09-13 14:23:55.763,2021-09-13,2021-08-25 00:00:00,2021-10-13,,3888.0000000000005,0.0,0.0
6736,F36152,1016.0,E,3.0,2021-09-15 09:44:50.240,2021-09-15,2021-09-15 00:00:00,2021-10-15,,5832.0,0.0,0.0
6744,F36160,1016.0,E,3.0,2021-09-15 12:18:06.140,2021-09-15,2021-09-13 00:00:00,2021-10-15,,1960.0000000000002,0.0,0.0
6765,F36181,1289.0,E,5.0,2021-09-20 13:01:31.320,2021-09-20,2021-09-10 00:00:00,2021-10-20,,2548.17,0.0,0.0
6774,F36190,1852.0,E,2.0,2021-09-21 10:17:24.747,2021-09-21,2021-09-21 00:00:00,2021-10-21,,10863.6,0.0,0.0
6775,F36191,1852.0,E,2.0,2021-09-21 11:27:14.210,2021-09-21,2021-09-21 00:00:00,2021-10-21,,6243.6,0.0,0.0
6852,F36268,1016.0,E,3.0,2021-09-28 14:50:42.407,2021-09-28,2021-09-20 00:00:00,2021-10-28,,5628.0,0.0,0.0
6904,F36320,1284.0,E,2.0,2021-10-04 14:38:51.687,2021-10-04,2021-09-28 00:00:00,2021-11-03,,3569.523,0.0,0.0
6919,F36335,1852.0,C,2.0,2021-10-05 13:05:03.690,2021-10-05,2021-10-05 00:00:00,2021-11-04,2021-10-05,10863.6,0.0,0.0
6920,F36336,1852.0,E,2.0,2021-10-05 13:11:44.700,2021-10-05,2021-10-05 00:00:00,2021-11-04,,6243.6,0.0,0.0
6921,F36337,1852.0,E,2.0,2021-10-05 13:22:09.107,2021-10-05,2021-10-05 00:00:00,2021-11-04,,10863.6,0.0,0.0
6955,F36371,1485.0,C,2.0,2021-10-08 09:51:23.823,2021-10-08,2021-10-08 00:00:00,2021-10-08,2021-10-11,6460.000000000001,0.0,0.0
6956,F36372,1485.0,E,2.0,2021-10-08 10:35:15.057,2021-10-08,2021-10-08 00:00:00,2021-10-08,,5537.246,0.0,0.0
6994,F36410,1965.0,E,2.0,2021-10-14 13:17:49.037,2021-10-14,2021-10-14 00:00:00,2021-11-13,,10837.0,1625.5500000000002,0.0
6996,F36412,1266.0,E,3.0,2021-10-14 16:32:57.470,2021-10-14,2021-10-15 00:00:00,2021-11-28,,9705.0,0.0,0.0
7004,F36420,1429.0,E,1.0,2021-10-15 09:01:08.393,2021-10-15,2021-10-15 00:00:00,2021-12-14,,23625.000000000004,0.0,0.0
7024,F36440,1761.0,E,2.0,2021-10-18 13:03:02.247,2021-10-18,2021-10-18 00:00:00,2021-10-18,,428.71000000000004,0.0,0.0
7063,F36479,1016.0,E,3.0,2021-10-22 09:16:25.793,2021-10-22,2021-10-22 00:00:00,2021-11-21,,4400.0,0.0,0.0
7110,F36526,1485.0,E,2.0,2021-10-28 12:14:24.183,2021-10-28,2021-10-28 00:00:00,2021-10-28,,8700.0,0.0,0.0
7136,F36552,1600.0,E,6.0,2021-10-29 16:58:43.837,2021-10-29,2021-10-29 00:00:00,2021-10-29,,11662.000000000002,0.0,0.0
7142,F36558,1207.0,E,2.0,2021-10-29 18:01:30.930,2021-10-29,2021-10-29 00:00:00,2021-11-13,,2815.3790000000004,0.0,0.0
7175,F36591,1757.0,E,2.0,2021-11-04 13:46:21.677,2021-11-04,2021-10-21 00:00:00,2021-11-04,,1968.0,0.0,0.0
7212,F36628,1955.0,E,2.0,2021-11-10 08:55:55.073,2021-11-10,2021-11-08 00:00:00,2021-11-10,,293.0,0.0,0.0
7226,F36642,1207.0,E,2.0,2021-11-11 13:56:51.117,2021-11-11,2021-11-12 00:00:00,2021-11-26,,5618.910000000001,0.0,0.0
7246,F36662,1181.0,E,2.0,2021-11-12 11:32:24.790,2021-11-12,2021-11-12 00:00:00,2021-11-12,,320.91,0.0,0.0
7266,F36682,1284.0,E,2.0,2021-11-17 15:19:54.130,2021-11-17,2021-11-17 00:00:00,2021-12-17,,1055.0,0.0,0.0
7274,F36690,1852.0,E,2.0,2021-11-18 10:29:53.030,2021-11-18,2021-11-17 00:00:00,2021-12-18,,6930.000000000001,0.0,0.0
7284,F36700,1784.0,E,2.0,2021-11-18 11:44:31.397,2021-11-18,2021-11-05 00:00:00,2021-12-03,,1248.3000000000002,0.0,0.0
7303,F36719,1016.0,C,3.0,2021-11-22 10:27:03.767,2021-11-22,2021-11-17 00:00:00,2021-12-22,2021-11-25,7500.017000000001,0.0,0.0
7344,F36760,1240.0,E,2.0,2021-11-25 12:14:41.763,2021-11-25,2021-11-08 00:00:00,2021-11-25,,800.0000000000001,0.0,0.0
7349,F36765,1016.0,E,3.0,2021-11-25 14:59:05.803,2021-11-25,2021-11-17 00:00:00,2021-12-25,,7500.017000000001,0.0,0.0
7350,F36766,1339.0,E,2.0,2021-11-25 15:12:11.983,2021-11-25,2021-11-26 00:00:00,2021-12-25,,7132.200000000001,0.0,0.0
7367,F36783,1586.0,E,2.0,2021-11-29 09:51:34.337,2021-11-29,2021-11-29 00:00:00,2021-11-29,,1714.8,0.0,0.0
7410,F36826,1401.0,E,3.0,2021-11-30 17:42:35.553,2021-11-30,2021-12-02 00:00:00,2021-11-30,,600.8000000000001,0.0,0.0
7437,F36853,1289.0,E,3.0,2021-12-03 09:43:18.397,2021-12-03,2021-12-03 00:00:00,2022-01-02,,6306.000000000001,0.0,0.0
7438,F36854,1289.0,E,3.0,2021-12-03 09:46:04.493,2021-12-03,2021-12-01 00:00:00,2022-01-02,,12612.000000000002,0.0,0.0
7444,F36860,1955.0,E,2.0,2021-12-03 13:09:44.393,2021-12-03,2021-12-03 00:00:00,2021-12-03,,420.00000000000006,0.0,0.0
7460,F36876,1965.0,E,2.0,2021-12-07 09:46:15.897,2021-12-07,2021-11-18 00:00:00,2022-01-06,,10745.9,1611.89,0.0
7486,F36902,1586.0,E,2.0,2021-12-09 16:17:45.277,2021-12-09,2021-12-09 00:00:00,2021-12-09,,1714.8,0.0,0.0
7533,F36949,1429.0,E,1.0,2021-12-17 11:03:35.467,2021-12-17,2021-12-14 00:00:00,2022-02-15,,23625.000000000004,0.0,0.0
7559,F36975,1600.0,E,6.0,2021-12-22 10:39:28.307,2021-12-22,2021-12-06 00:00:00,2021-12-22,,23324.0,0.0,0.0
7561,F36977,1965.0,C,3.0,2021-12-22 11:31:06.180,2021-12-22,2021-12-22 00:00:00,2022-01-21,2021-12-22,5150.0,772.5,0.0
7562,F36978,1965.0,E,3.0,2021-12-22 11:42:44.863,2021-12-22,2021-12-22 00:00:00,2022-01-21,,4346.0,651.9,0.0
7651,F37067,1289.0,E,3.0,2022-01-07 09:24:40.013,2022-01-07,2021-12-23 00:00:00,2022-02-06,,2815.59,0.0,0.0
7669,F37085,1965.0,E,2.0,2022-01-10 15:44:28.160,2022-01-10,2022-01-10 00:00:00,2022-02-09,,4786.09,717.91,0.0
7684,F37100,1289.0,E,3.0,2022-01-12 09:45:18.097,2022-01-12,2022-01-11 00:00:00,2022-02-11,,938.5300000000001,0.0,0.0
7689,F37105,1266.0,E,3.0,2022-01-12 11:49:03.053,2022-01-12,2022-01-12 00:00:00,2022-02-26,,5050.8,0.0,0.0
7699,F37115,1429.0,E,1.0,2022-01-14 11:42:12.060,2022-01-14,2022-01-14 00:00:00,2022-03-15,,9450.0,0.0,0.0
7731,F37147,1053.0,E,1.0,2022-01-19 15:12:26.383,2022-01-19,2022-01-17 00:00:00,2022-04-19,,17420.0,0.0,0.0
7846,F37262,1784.0,E,2.0,2022-02-02 12:30:58.777,2022-02-02,2022-01-26 00:00:00,2022-02-17,,871.5000000000001,0.0,0.0
7854,F37270,1016.0,E,3.0,2022-02-02 17:50:18.407,2022-02-02,2022-02-01 00:00:00,2022-03-04,,2200.0,0.0,0.0
7866,F37282,1965.0,E,2.0,2022-02-04 10:42:20.303,2022-02-04,2022-01-28 00:00:00,2022-03-06,,16118.850000000002,2417.83,0.0
7867,F37283,1965.0,E,2.0,2022-02-04 10:46:08.763,2022-02-04,2022-02-04 00:00:00,2022-03-06,,1581.0000000000002,237.15000000000003,0.0
7868,F37284,1965.0,E,2.0,2022-02-04 10:51:02.233,2022-02-04,2022-02-04 00:00:00,2022-03-06,,5497.0,824.5500000000001,0.0
7882,F37298,1453.0,E,1.0,2022-02-08 10:00:53.577,2022-02-08,2022-02-08 00:00:00,2022-03-10,,868.75,0.0,0.0
7892,F37308,1429.0,E,1.0,2022-02-09 08:25:06.353,2022-02-09,2022-02-08 00:00:00,2022-04-10,,9450.0,0.0,0.0
7893,F37309,1965.0,C,2.0,2022-02-09 09:34:09.127,2022-02-09,2022-02-08 00:00:00,2022-03-11,2022-02-09,6625.5,993.83,0.0
7901,F37317,1965.0,E,2.0,2022-02-09 14:57:12.430,2022-02-09,2022-02-08 00:00:00,2022-03-11,,6625.5,993.83,0.0
7904,F37320,1339.0,E,1.0,2022-02-09 17:06:33.167,2022-02-09,2022-02-07 00:00:00,2022-03-11,,9596.04,0.0,0.0
7939,F37355,1289.0,E,1.0,2022-02-14 10:33:46.410,2022-02-14,2022-02-04 00:00:00,2022-03-16,,5973.0,0.0,0.0
7960,F37376,1401.0,E,3.0,2022-02-16 09:49:08.737,2022-02-16,2022-02-09 00:00:00,2022-02-16,,3000.0000000000005,0.0,0.0
7967,F37383,1831.0,E,2.0,2022-02-16 14:11:40.933,2022-02-16,2022-02-03 00:00:00,2022-04-02,,1881.7,0.0,0.0
7974,F37390,1130.0,E,2.0,2022-02-17 10:55:53.777,2022-02-17,2022-02-17 00:00:00,2022-02-25,,587.0,0.0,0.0
7978,F37394,1784.0,E,2.0,2022-02-17 11:29:47.130,2022-02-17,2022-02-11 00:00:00,2022-03-04,,1136.5300000000002,0.0,0.0
8007,F37423,1284.0,E,2.0,2022-02-21 09:01:42.363,2022-02-21,2022-02-21 00:00:00,2022-03-23,,1645.0,0.0,0.0
8008,F37424,1284.0,E,2.0,2022-02-21 11:35:44.447,2022-02-21,2022-02-21 00:00:00,2022-03-23,,120.00000000000001,0.0,0.0
8063,F37479,1671.0,E,6.0,2022-02-25 14:47:04.400,2022-02-25,2022-02-21 00:00:00,2022-02-25,,935.34,0.0,0.0
8078,F37494,1943.0,C,2.0,2022-02-28 11:34:00.367,2022-02-28,2022-02-28 00:00:00,2022-02-28,2022-02-28,89.68,0.0,0.0
8081,F37497,1943.0,C,2.0,2022-02-28 12:05:42.377,2022-02-28,2022-02-28 00:00:00,2022-02-28,2022-02-28,89.68,0.0,0.0
8090,F37506,1757.0,E,2.0,2022-02-28 13:23:45.440,2022-02-28,2022-02-28 00:00:00,2022-02-28,,2586.21,0.0,0.0
8129,F37545,1965.0,E,2.0,2022-03-04 11:19:11.773,2022-03-04,2022-02-15 00:00:00,2022-04-03,,22362.850000000002,3354.4300000000003,0.0
8152,F37568,1943.0,E,2.0,2022-03-08 10:19:46.677,2022-03-08,2022-03-01 00:00:00,2022-03-08,,156.94,0.0,0.0
8175,F37591,1965.0,E,2.0,2022-03-10 11:36:22.867,2022-03-10,2022-03-10 00:00:00,2022-04-09,,3060.0,459.0,0.0
8176,F37592,1965.0,E,2.0,2022-03-10 11:38:59.977,2022-03-10,2022-03-10 00:00:00,2022-04-09,,2680.0,402.0000000000001,0.0
8190,F37606,1401.0,E,3.0,2022-03-11 08:52:22.027,2022-03-11,2022-03-11 00:00:00,2022-03-11,,4650.5,0.0,0.0
8198,F37614,1784.0,E,2.0,2022-03-11 14:59:58.273,2022-03-11,2022-03-11 00:00:00,2022-03-26,,1500.0000000000002,0.0,0.0
8221,F37637,1583.0,E,3.0,2022-03-16 11:21:04.343,2022-03-16,2022-03-15 00:00:00,2022-04-15,,2700.0,0.0,0.0
8284,F37700,1240.0,E,2.0,2022-03-23 10:55:17.147,2022-03-23,2022-03-23 00:00:00,2022-03-23,,2650.8,0.0,0.0
8285,F37701,1459.0,E,2.0,2022-03-23 11:22:59.380,2022-03-23,2022-03-18 00:00:00,2022-04-22,,14175.000000000002,0.0,0.0
8330,F37746,1757.0,E,2.0,2022-03-28 13:20:20.397,2022-03-28,2022-03-14 00:00:00,2022-03-28,,6253.5,0.0,0.0
8339,F37755,1089.0,E,2.0,2022-03-29 14:02:19.347,2022-03-29,2022-03-24 00:00:00,2022-03-29,,527.59,0.0,0.0
8362,F37778,1429.0,E,1.0,2022-03-31 09:10:04.600,2022-03-31,2022-03-31 00:00:00,2022-05-30,,23625.000000000004,0.0,0.0
8406,F37822,1784.0,E,2.0,2022-04-04 09:22:32.897,2022-04-04,2022-04-04 00:00:00,2022-04-19,,435.0,0.0,0.0
8409,F37825,1284.0,E,2.0,2022-04-04 14:17:15.823,2022-04-04,2022-04-04 00:00:00,2022-05-04,,1129.5000000000002,0.0,0.0
8427,F37843,1289.0,E,3.0,2022-04-06 10:05:15.277,2022-04-06,2022-03-30 00:00:00,2022-05-06,,3754.1200000000003,0.0,0.0
8432,F37848,1965.0,E,2.0,2022-04-06 14:28:46.803,2022-04-06,2022-04-06 00:00:00,2022-05-06,,1200.0,180.00000000000003,0.0
8433,F37849,1965.0,E,2.0,2022-04-06 14:32:25.603,2022-04-06,2022-04-06 00:00:00,2022-05-06,,640.2090000000001,96.03,0.0
8436,F37852,1284.0,E,2.0,2022-04-07 09:30:02.613,2022-04-07,2022-03-30 00:00:00,2022-05-07,,5005.6,0.0,0.0
8440,F37856,1429.0,E,1.0,2022-04-07 11:24:07.847,2022-04-07,2022-04-05 00:00:00,2022-06-06,,18900.0,0.0,0.0
8444,F37860,1016.0,E,3.0,2022-04-07 12:19:31.523,2022-04-07,2022-04-07 00:00:00,2022-05-07,,4400.0,0.0,0.0
8468,F37884,1583.0,E,3.0,2022-04-11 16:45:42.983,2022-04-11,2022-04-11 00:00:00,2022-05-11,,2700.0,0.0,0.0
8565,F37981,1284.0,E,2.0,2022-04-26 10:17:12.197,2022-04-26,2022-04-27 00:00:00,2022-05-26,,24100.0,0.0,0.0
8596,F38012,1784.0,E,2.0,2022-04-28 10:09:25.150,2022-04-28,2022-04-25 00:00:00,2022-05-13,,3837.4,0.0,0.0
8606,F38022,1130.0,E,2.0,2022-04-29 09:00:43.763,2022-04-29,2022-04-29 00:00:00,2022-05-07,,659.48,0.0,0.0
8658,F38074,1053.0,E,1.0,2022-05-04 12:23:19.117,2022-05-04,2022-04-29 00:00:00,2022-08-02,,11581.880000000001,0.0,0.0
8669,F38085,1053.0,E,1.0,2022-05-05 07:35:57.283,2022-05-05,2022-04-29 00:00:00,2022-08-03,,13065.0,0.0,0.0
8676,F38092,1757.0,E,2.0,2022-05-05 13:48:25.907,2022-05-05,2022-04-26 00:00:00,2022-05-05,,1067.3000000000002,0.0,0.0
8682,F38098,1982.0,C,2.0,2022-05-06 10:55:53.770,2022-05-06,2022-04-28 00:00:00,2022-05-06,2022-05-06,1350.0,0.0,0.0
8684,F38100,1982.0,E,2.0,2022-05-06 11:11:44.367,2022-05-06,2022-04-28 00:00:00,2022-05-06,,1350.0,0.0,0.0
8699,F38115,1453.0,E,1.0,2022-05-09 16:09:17.317,2022-05-09,2022-05-10 00:00:00,2022-06-08,,8700.0,0.0,0.0
8774,F38190,1784.0,E,2.0,2022-05-19 09:53:22.370,2022-05-19,2022-05-19 00:00:00,2022-06-03,,462.0,0.0,0.0
8775,F38191,1130.0,E,2.0,2022-05-19 12:17:50.970,2022-05-19,2022-05-18 00:00:00,2022-05-27,,564.1,0.0,0.0
8786,F38202,1130.0,E,2.0,2022-05-20 11:52:45.220,2022-05-20,2022-05-20 00:00:00,2022-05-28,,394.88000000000005,0.0,0.0
8788,F38204,1266.0,E,1.0,2022-05-20 14:35:15.463,2022-05-20,2022-05-17 00:00:00,2022-07-04,,9064.0,0.0,0.0
8789,F38205,1289.0,E,1.0,2022-05-20 14:39:49.827,2022-05-20,2022-05-17 00:00:00,2022-06-19,,1877.06,0.0,0.0
8843,F38259,1111.0,E,2.0,2022-05-30 12:34:21.283,2022-05-30,2022-05-30 00:00:00,2022-06-14,,189.66,0.0,0.0
8851,F38267,1130.0,E,2.0,2022-05-31 10:01:10.360,2022-05-31,2022-05-31 00:00:00,2022-06-08,,517.2413,0.0,0.0
8863,F38279,1016.0,E,1.0,2022-05-31 16:34:27.333,2022-05-31,2022-05-19 00:00:00,2022-06-30,,1680.0000000000002,0.0,0.0
8885,F38301,1429.0,E,1.0,2022-06-02 14:26:22.433,2022-06-02,2022-06-02 00:00:00,2022-08-01,,23625.000000000004,0.0,0.0
8925,F38341,1284.0,E,2.0,2022-06-09 09:41:11.620,2022-06-09,2022-06-09 00:00:00,2022-07-09,,1108.8,0.0,0.0
8927,F38343,1459.0,E,2.0,2022-06-09 10:34:50.837,2022-06-09,2022-06-03 00:00:00,2022-07-09,,9364.5,0.0,0.0
8937,F38353,1130.0,E,2.0,2022-06-10 10:03:40.280,2022-06-10,2022-06-09 00:00:00,2022-06-18,,1128.2,0.0,0.0
8944,F38360,1429.0,E,1.0,2022-06-10 17:40:37.233,2022-06-10,2022-06-13 00:00:00,2022-08-09,,9450.0,0.0,0.0
8974,F38390,1266.0,E,2.0,2022-06-16 09:05:54.837,2022-06-16,2022-06-13 00:00:00,2022-07-31,,5045.0,0.0,0.0
8984,F38400,1852.0,E,2.0,2022-06-17 09:33:28.250,2022-06-17,2022-06-16 00:00:00,2022-07-17,,5110.8486,0.0,0.0
8995,F38411,1965.0,E,2.0,2022-06-17 16:34:06.967,2022-06-17,2022-06-09 00:00:00,2022-07-17,,6100.000000000001,915.0000000000001,0.0
9007,F38423,1429.0,E,1.0,2022-06-21 07:37:50.897,2022-06-21,2022-06-20 00:00:00,2022-08-20,,7560.0,0.0,0.0
9009,F38425,1130.0,E,2.0,2022-06-21 10:06:45.723,2022-06-21,2022-06-22 00:00:00,2022-06-29,,564.1,0.0,0.0
9023,F38439,1284.0,E,2.0,2022-06-22 16:05:02.810,2022-06-22,2022-04-27 00:00:00,2022-07-22,,9895.0,0.0,0.0
9026,F38442,1965.0,E,2.0,2022-06-23 11:10:27.077,2022-06-23,2022-06-23 00:00:00,2022-07-23,,3450.0000000000005,517.5,0.0
9042,F38458,1401.0,E,1.0,2022-06-24 12:55:59.567,2022-06-24,2022-06-20 00:00:00,2022-06-24,,3750.0000000000005,0.0,0.0
9043,F38459,1016.0,E,3.0,2022-06-24 12:59:07.730,2022-06-24,2022-06-15 00:00:00,2022-06-24,,1125.0,0.0,0.0
9063,F38479,1965.0,E,2.0,2022-06-29 09:13:01.087,2022-06-29,2022-06-29 00:00:00,2022-07-29,,4725.0,708.75,0.0
9066,F38482,1757.0,E,2.0,2022-06-29 12:06:09.907,2022-06-29,2022-06-29 00:00:00,2022-06-29,,1067.3000000000002,0.0,0.0
9068,F38484,1339.0,E,1.0,2022-06-29 13:36:23.500,2022-06-29,2022-06-29 00:00:00,2022-07-29,,61054.4,0.0,0.0
9071,F38487,1284.0,E,2.0,2022-06-30 08:53:14.190,2022-06-30,2022-07-01 00:00:00,2022-07-30,,10590.3,0.0,0.0
9073,F38489,1784.0,E,2.0,2022-06-30 12:40:13.077,2022-06-30,2022-06-30 00:00:00,2022-07-15,,2008.0000000000002,0.0,0.0
9102,F38518,1852.0,C,1.0,2022-07-04 13:35:36.653,2022-07-04,2022-07-04 00:00:00,2022-08-03,2022-07-04,5110.8486,0.0,0.0
9103,F38519,1852.0,E,2.0,2022-07-04 14:11:03.783,2022-07-04,2022-07-04 00:00:00,2022-08-03,,5110.8486,0.0,0.0
9136,F38552,1198.0,E,1.0,2022-07-08 10:17:45.830,2022-07-08,2022-07-08 00:00:00,2022-07-23,,1703.7504,0.0,0.0
9138,F38554,1198.0,E,1.0,2022-07-08 12:26:37.927,2022-07-08,2022-07-08 00:00:00,2022-07-23,,851.7993,0.0,0.0
9140,F38556,1965.0,E,1.0,2022-07-08 16:15:19.967,2022-07-08,2022-07-08 00:00:00,2022-08-07,,7258.68,909.83,0.0
9143,F38559,1784.0,E,2.0,2022-07-11 09:06:22.150,2022-07-11,2022-07-11 00:00:00,2022-07-26,,430.0,0.0,0.0
9161,F38577,1289.0,E,1.0,2022-07-12 12:45:19.643,2022-07-12,2022-07-13 00:00:00,2022-08-11,,4692.650000000001,0.0,0.0
9168,F38584,1967.0,E,2.0,2022-07-12 16:07:29.283,2022-07-12,2022-07-11 00:00:00,2022-07-12,,485.34000000000003,0.0,0.0
9185,F38601,1784.0,E,2.0,2022-07-15 08:36:05.717,2022-07-15,2022-07-15 00:00:00,2022-07-30,,3014.0,0.0,0.0
9198,F38614,1233.0,E,2.0,2022-07-18 13:09:18.663,2022-07-18,2022-07-18 00:00:00,2022-07-18,,3212.0,0.0,0.0
9207,F38623,1965.0,E,2.0,2022-07-20 10:16:17.383,2022-07-20,2022-07-19 00:00:00,2022-08-19,,235.3,35.300000000000004,0.0
9225,F38641,1401.0,E,1.0,2022-07-21 17:14:43.317,2022-07-21,2022-07-13 00:00:00,2022-07-21,,6366.4800000000005,0.0,0.0
9353,F38769,1686.0,E,2.0,2022-08-09 10:49:54.213,2022-08-09,2022-08-09 00:00:00,2022-08-09,,1750.0000000000002,0.0,0.0
9357,F38773,1784.0,E,2.0,2022-08-09 16:26:42.997,2022-08-09,2022-08-05 00:00:00,2022-08-24,,853.0000000000001,0.0,0.0
9387,F38803,1181.0,E,2.0,2022-08-11 15:21:15.387,2022-08-11,2022-08-11 00:00:00,2022-08-11,,370.52,0.0,0.0
9390,F38806,1016.0,E,1.0,2022-08-12 10:08:21.873,2022-08-12,2022-08-09 00:00:00,2022-08-12,,3678.0,0.0,0.0
9392,F38808,1965.0,E,2.0,2022-08-12 11:05:12.107,2022-08-12,2022-08-10 00:00:00,2022-09-11,,235.3,35.300000000000004,0.0
9393,F38809,1925.0,E,2.0,2022-08-12 11:26:34.867,2022-08-12,2022-08-10 00:00:00,2022-09-11,,5682.620000000001,0.0,0.0
9396,F38812,1585.0,E,2.0,2022-08-12 14:29:11.197,2022-08-12,2022-08-12 00:00:00,2022-08-12,,275.86,0.0,0.0
9428,F38844,1967.0,E,1.0,2022-08-17 15:30:43.837,2022-08-17,2022-08-17 00:00:00,2022-08-17,,1941.3600000000001,0.0,0.0
9464,F38880,1053.0,E,1.0,2022-08-23 10:53:34.597,2022-08-23,2022-08-23 00:00:00,2022-11-21,,13065.000000000002,0.0,0.0
9465,F38881,1289.0,E,1.0,2022-08-23 11:01:30.783,2022-08-23,2022-08-23 00:00:00,2022-09-22,,5973.000000000001,0.0,0.0
9487,F38903,1965.0,E,2.0,2022-08-25 12:51:30.917,2022-08-25,2022-08-25 00:00:00,2022-09-24,,732.7,109.91,0.0
9488,F38904,1965.0,E,2.0,2022-08-25 12:57:29.583,2022-08-25,2022-08-02 00:00:00,2022-09-24,,1662.5,249.38,0.0
9515,F38931,1965.0,C,2.0,2022-08-29 14:09:28.927,2022-08-29,2022-08-29 00:00:00,2022-09-28,2022-08-30,732.7,109.91,0.0
9523,F38939,1965.0,E,2.0,2022-08-29 17:58:54.857,2022-08-29,2022-08-29 00:00:00,2022-09-28,,732.7,109.91,0.0
9568,F38984,1459.0,E,2.0,2022-09-05 13:10:59.833,2022-09-05,2022-09-05 00:00:00,2022-10-05,,17582.0,0.0,0.0
9569,F38985,1284.0,E,2.0,2022-09-05 13:53:13.707,2022-09-05,2022-09-05 00:00:00,2022-10-05,,8356.464300000001,0.0,0.0
9575,F38991,1284.0,E,2.0,2022-09-06 10:18:39.973,2022-09-06,2022-04-27 00:00:00,2022-10-06,,9895.0,0.0,0.0
9587,F39003,1913.0,E,2.0,2022-09-07 15:55:21.473,2022-09-07,2022-09-07 00:00:00,2022-10-07,,462.0,0.0,0.0
9615,F39031,1429.0,C,1.0,2022-09-12 11:55:01.737,2022-09-12,2022-09-12 00:00:00,2022-11-11,2022-09-26,6804.000000000001,0.0,0.0
9641,F39057,1793.0,E,2.0,2022-09-14 12:44:41.657,2022-09-14,2022-09-14 00:00:00,2022-09-14,,1133.555,0.0,0.0
9679,F39095,1852.0,E,1.0,2022-09-20 16:40:53.403,2022-09-20,2022-09-23 00:00:00,2022-10-20,,17590.854600000002,0.0,0.0
9682,F39098,1429.0,E,1.0,2022-09-20 18:01:21.880,2022-09-20,2022-09-20 00:00:00,2022-11-19,,28350.000000000004,0.0,0.0
9684,F39100,1020.0,E,2.0,2022-09-21 10:26:11.807,2022-09-21,2022-09-21 00:00:00,2022-10-21,,144.0,0.0,0.0
9695,F39111,1198.0,E,2.0,2022-09-22 13:41:10.890,2022-09-22,2022-09-15 00:00:00,2022-10-07,,2213.8,0.0,0.0
9716,F39132,1965.0,E,2.0,2022-09-23 12:21:54.157,2022-09-23,2022-08-23 00:00:00,2022-10-23,,8655.0,1298.2500000000002,0.0
9735,F39151,1478.0,E,1.0,2022-09-26 14:24:47.633,2022-09-26,2022-09-27 00:00:00,2022-10-26,,3258.69,0.0,0.0
9762,F39178,1020.0,E,2.0,2022-09-29 12:01:38.680,2022-09-29,2022-09-29 00:00:00,2022-10-29,,970.0,0.0,0.0
9790,F39206,1429.0,E,1.0,2022-09-30 17:29:41.753,2022-09-30,2022-09-30 00:00:00,2022-11-29,,14200.000000000002,0.0,0.0
9791,F39207,1429.0,E,1.0,2022-09-30 17:31:40.663,2022-09-30,2022-09-30 00:00:00,2022-11-29,,23625.000000000004,0.0,0.0
9868,F39284,1925.0,E,2.0,2022-10-12 09:53:42.263,2022-10-12,2022-10-07 00:00:00,2022-11-11,,28995.0,0.0,0.0
9911,F39327,1053.0,E,1.0,2022-10-18 13:23:30.887,2022-10-18,2022-10-14 00:00:00,2023-01-16,,17372.82,0.0,0.0
9945,F39361,1016.0,E,1.0,2022-10-21 09:55:59.020,2022-10-21,2022-10-18 00:00:00,2022-11-20,,4200.0,0.0,0.0
9978,F39394,1965.0,E,2.0,2022-10-25 12:47:13.697,2022-10-25,2022-10-25 00:00:00,2022-11-24,,2684.0,402.6000000000001,0.0
10019,F39435,1429.0,E,1.0,2022-10-28 12:56:51.613,2022-10-28,2022-10-28 00:00:00,2022-12-27,,28350.000000000004,0.0,0.0
10032,F39448,1761.0,E,2.0,2022-10-31 15:26:24.927,2022-10-31,2022-10-21 00:00:00,2022-10-31,,350.00000000000006,0.0,0.0
