CVE_VEND,FECHAELAB
2.0,2021-01-29 16:12:22.350
2.0,2021-01-29 16:17:41.627
2.0,2021-01-29 16:18:41.503
2.0,2021-02-02 13:24:04.997
2.0,2021-02-02 13:30:55.977
2.0,2021-02-02 13:36:05.510
2.0,2021-02-02 13:37:16.843
2.0,2021-02-02 13:38:09.250
2.0,2021-02-02 13:39:34.260
2.0,2021-02-02 13:41:10.597
2.0,2021-02-02 14:27:26.360
2.0,2021-02-02 16:36:49.757
2.0,2021-02-03 09:09:25.357
2.0,2021-02-03 09:21:32.293
2.0,2021-02-03 10:10:12.553
2.0,2021-02-03 10:28:07.640
2.0,2021-02-03 11:49:48.387
2.0,2021-02-03 12:41:33.290
2.0,2021-02-03 12:46:09.970
2.0,2021-02-03 15:38:32.703
2.0,2021-02-03 15:50:37.427
2.0,2021-02-04 09:44:39.473
2.0,2021-02-04 10:00:44.037
2.0,2021-02-04 12:16:15.577
2.0,2021-02-04 13:36:33.747
2.0,2021-02-04 14:02:16.937
2.0,2021-02-04 14:35:46.183
2.0,2021-02-04 14:57:30.727
2.0,2021-02-04 15:58:52.857
2.0,2021-02-04 16:35:51.847
2.0,2021-02-04 16:39:58.977
2.0,2021-02-04 16:57:17.877
2.0,2021-02-04 17:03:56.863
2.0,2021-02-05 10:00:29.953
2.0,2021-02-05 11:09:19.910
2.0,2021-02-05 13:05:12.840
2.0,2021-02-05 13:13:20.663
2.0,2021-02-05 14:53:26.477
2.0,2021-02-05 16:37:53.547
2.0,2021-02-05 16:47:13.837
2.0,2021-02-08 09:20:24.237
2.0,2021-02-08 10:52:18.027
2.0,2021-02-08 11:20:29.187
2.0,2021-02-08 11:45:46.420
2.0,2021-02-08 13:37:34.547
2.0,2021-02-08 14:34:49.017
2.0,2021-02-08 14:47:41.263
2.0,2021-02-08 16:47:19.860
2.0,2021-02-10 08:51:26.003
2.0,2021-02-10 09:04:48.150
2.0,2021-02-10 09:07:03.543
2.0,2021-02-10 09:08:55.933
2.0,2021-02-10 09:20:45.217
2.0,2021-02-10 09:24:30.243
2.0,2021-02-10 09:25:45.797
2.0,2021-02-10 10:02:04.713
2.0,2021-02-10 10:07:23.063
2.0,2021-02-10 10:15:59.817
2.0,2021-02-10 10:23:27.923
2.0,2021-02-10 10:27:33.577
2.0,2021-02-10 10:33:55.780
2.0,2021-02-10 10:38:06.050
2.0,2021-02-10 10:45:17.837
2.0,2021-02-10 11:02:00.023
2.0,2021-02-10 11:17:15.920
2.0,2021-02-10 11:53:35.450
2.0,2021-02-10 12:05:14.423
2.0,2021-02-10 12:17:58.337
2.0,2021-02-10 13:29:46.947
2.0,2021-02-10 13:49:29.487
2.0,2021-02-10 13:54:42.310
2.0,2021-02-10 14:30:37.790
2.0,2021-02-10 15:33:47.887
2.0,2021-02-10 15:37:15.140
2.0,2021-02-10 16:25:09.940
2.0,2021-02-10 16:31:27.977
2.0,2021-02-11 10:42:37.913
2.0,2021-02-11 12:25:48.143
2.0,2021-02-11 14:01:42.017
2.0,2021-02-11 14:06:06.293
2.0,2021-02-11 14:10:13.557
2.0,2021-02-11 15:31:28.293
2.0,2021-02-12 09:54:50.503
2.0,2021-02-12 10:50:19.760
2.0,2021-02-12 11:02:16.473
2.0,2021-02-12 11:24:26.907
2.0,2021-02-12 13:03:32.907
2.0,2021-02-12 13:06:58.813
2.0,2021-02-12 13:23:51.063
2.0,2021-02-12 13:52:23.323
2.0,2021-02-12 14:00:54.940
2.0,2021-02-12 14:17:42.237
2.0,2021-02-12 14:20:57.847
2.0,2021-02-12 14:25:54.563
2.0,2021-02-12 14:31:59.213
2.0,2021-02-12 15:06:57.227
2.0,2021-02-15 09:38:20.267
2.0,2021-02-15 12:30:43.900
2.0,2021-02-15 13:43:36.850
2.0,2021-02-15 14:00:58.420
2.0,2021-02-15 16:38:04.873
2.0,2021-02-15 16:44:04.047
2.0,2021-02-15 16:57:44.930
2.0,2021-02-15 17:00:28.643
2.0,2021-02-15 17:40:38.313
2.0,2021-02-15 17:48:25.050
2.0,2021-02-16 11:02:13.470
2.0,2021-02-16 11:31:59.033
2.0,2021-02-16 11:35:24.033
2.0,2021-02-16 11:57:24.937
2.0,2021-02-16 14:02:35.363
2.0,2021-02-16 14:07:32.567
2.0,2021-02-16 14:11:26.437
2.0,2021-02-16 14:33:57.487
2.0,2021-02-16 15:08:06.093
2.0,2021-02-16 15:30:36.087
2.0,2021-02-16 15:41:00.760
2.0,2021-02-16 16:54:23.503
2.0,2021-02-17 09:12:46.777
2.0,2021-02-17 10:00:41.140
2.0,2021-02-17 10:04:24.323
2.0,2021-02-17 10:20:19.530
2.0,2021-02-17 11:35:01.787
2.0,2021-02-17 11:57:28.733
2.0,2021-02-17 12:06:32.497
2.0,2021-02-17 12:30:41.407
2.0,2021-02-17 13:28:06.143
2.0,2021-02-17 16:58:10.653
2.0,2021-02-17 17:06:37.857
2.0,2021-02-18 09:43:10.400
2.0,2021-02-18 10:18:21.887
2.0,2021-02-18 10:55:39.467
2.0,2021-02-18 11:03:22.800
2.0,2021-02-18 11:17:14.243
2.0,2021-02-18 11:40:01.050
2.0,2021-02-18 11:59:18.157
2.0,2021-02-18 12:14:00.120
2.0,2021-02-18 12:57:19.367
2.0,2021-02-18 13:24:10.723
2.0,2021-02-18 13:34:16.870
2.0,2021-02-18 14:42:50.037
2.0,2021-02-18 14:44:39.053
2.0,2021-02-18 14:48:37.687
2.0,2021-02-18 14:52:36.377
2.0,2021-02-18 16:16:45.650
2.0,2021-02-18 16:51:02.747
2.0,2021-02-18 17:19:13.167
2.0,2021-02-19 09:49:44.273
2.0,2021-02-19 10:53:20.770
2.0,2021-02-19 11:04:38.613
2.0,2021-02-19 11:48:18.720
2.0,2021-02-19 11:52:15.020
2.0,2021-02-19 12:08:27.150
2.0,2021-02-19 12:19:38.467
2.0,2021-02-19 12:45:55.080
2.0,2021-02-19 13:18:54.333
2.0,2021-02-19 14:16:32.680
2.0,2021-02-19 14:32:02.563
2.0,2021-02-19 15:33:37.283
2.0,2021-02-19 16:53:16.293
2.0,2021-02-22 09:34:00.510
2.0,2021-02-22 10:53:20.967
2.0,2021-02-22 10:56:01.467
2.0,2021-02-22 12:28:28.313
2.0,2021-02-22 13:32:52.123
2.0,2021-02-22 15:07:33.137
2.0,2021-02-22 16:34:33.253
2.0,2021-02-22 17:15:44.190
2.0,2021-02-22 17:18:51.767
2.0,2021-02-23 08:35:42.733
2.0,2021-02-23 10:20:17.803
2.0,2021-02-23 10:59:27.920
2.0,2021-02-23 11:34:28.163
2.0,2021-02-23 12:07:48.637
2.0,2021-02-23 12:28:34.000
2.0,2021-02-23 12:37:00.747
2.0,2021-02-23 13:11:02.070
2.0,2021-02-23 13:22:45.213
2.0,2021-02-23 13:35:48.567
2.0,2021-02-23 13:46:25.250
2.0,2021-02-23 13:49:03.783
2.0,2021-02-23 15:04:43.020
2.0,2021-02-23 15:31:59.430
2.0,2021-02-23 16:26:43.680
2.0,2021-02-23 16:55:45.377
2.0,2021-02-23 17:39:12.173
2.0,2021-02-23 17:53:22.520
2.0,2021-02-24 09:33:47.173
2.0,2021-02-24 09:40:51.450
2.0,2021-02-24 11:35:08.613
2.0,2021-02-24 12:14:58.947
2.0,2021-02-24 12:20:08.293
2.0,2021-02-24 12:43:21.487
2.0,2021-02-24 12:52:29.293
2.0,2021-02-24 13:21:33.563
2.0,2021-02-24 13:30:56.393
2.0,2021-02-24 13:51:26.547
2.0,2021-02-24 14:06:37.677
2.0,2021-02-24 16:19:49.490
2.0,2021-02-24 17:38:06.237
2.0,2021-02-25 10:17:35.257
2.0,2021-02-25 10:32:17.280
2.0,2021-02-25 10:50:38.783
2.0,2021-02-25 11:08:08.827
2.0,2021-02-25 11:31:11.700
2.0,2021-02-25 12:19:46.263
2.0,2021-02-25 12:34:42.513
2.0,2021-02-25 13:32:55.597
2.0,2021-02-25 13:40:11.190
2.0,2021-02-25 13:48:25.337
2.0,2021-02-25 14:02:42.933
2.0,2021-02-25 14:20:59.277
2.0,2021-02-25 14:28:44.067
2.0,2021-02-25 16:28:30.527
2.0,2021-02-25 16:42:54.997
2.0,2021-02-25 16:50:32.890
2.0,2021-02-25 17:55:20.323
2.0,2021-02-26 10:41:52.253
2.0,2021-02-26 10:57:19.047
2.0,2021-02-26 11:03:16.203
2.0,2021-02-26 11:25:37.103
2.0,2021-02-26 11:28:51.420
2.0,2021-02-26 11:44:56.897
2.0,2021-02-26 13:44:06.207
2.0,2021-02-26 14:20:24.777
2.0,2021-02-26 15:38:52.210
2.0,2021-02-26 15:46:02.180
2.0,2021-02-26 15:53:04.853
2.0,2021-02-26 15:54:16.327
2.0,2021-02-26 16:03:01.480
2.0,2021-02-26 16:04:10.817
2.0,2021-02-26 16:05:13.213
2.0,2021-02-26 16:11:25.103
2.0,2021-02-26 16:28:53.157
2.0,2021-02-26 17:19:11.617
2.0,2021-03-01 12:15:53.717
2.0,2021-03-01 12:44:56.547
2.0,2021-03-01 12:48:08.303
2.0,2021-03-01 13:32:12.873
2.0,2021-03-01 13:38:14.250
2.0,2021-03-01 16:28:31.320
2.0,2021-03-01 16:43:58.600
2.0,2021-03-01 16:54:57.543
2.0,2021-03-01 16:57:03.243
2.0,2021-03-01 17:04:21.443
2.0,2021-03-01 17:50:24.763
2.0,2021-03-02 09:52:49.690
2.0,2021-03-02 11:23:41.370
2.0,2021-03-02 11:54:22.247
2.0,2021-03-02 14:01:59.523
2.0,2021-03-02 16:10:41.653
2.0,2021-03-02 16:23:32.970
2.0,2021-03-02 16:53:15.170
2.0,2021-03-03 08:48:02.377
2.0,2021-03-03 09:02:12.123
2.0,2021-03-03 09:04:43.927
2.0,2021-03-03 09:32:50.063
2.0,2021-03-03 10:17:20.240
2.0,2021-03-03 10:21:00.717
2.0,2021-03-03 10:31:56.193
2.0,2021-03-03 11:03:26.160
2.0,2021-03-03 11:12:11.247
2.0,2021-03-03 11:14:46.387
2.0,2021-03-03 11:21:50.857
2.0,2021-03-03 11:45:30.353
2.0,2021-03-03 14:24:49.507
2.0,2021-03-03 14:28:29.740
2.0,2021-03-03 16:59:20.317
2.0,2021-03-04 09:58:19.987
2.0,2021-03-04 10:54:53.293
2.0,2021-03-04 12:13:03.680
2.0,2021-03-04 13:03:53.407
2.0,2021-03-04 13:29:04.493
2.0,2021-03-04 14:27:17.287
2.0,2021-03-04 16:22:38.410
2.0,2021-03-04 16:23:44.107
2.0,2021-03-04 17:03:34.627
2.0,2021-03-04 17:15:16.013
2.0,2021-03-05 11:05:22.413
2.0,2021-03-05 11:15:03.383
2.0,2021-03-05 11:18:56.153
2.0,2021-03-05 11:26:55.527
2.0,2021-03-05 12:38:15.930
2.0,2021-03-05 13:54:33.817
2.0,2021-03-05 14:19:23.160
2.0,2021-03-05 16:51:02.230
2.0,2021-03-05 17:03:43.607
2.0,2021-03-08 10:21:37.223
2.0,2021-03-08 10:51:13.207
2.0,2021-03-08 11:50:14.200
2.0,2021-03-08 12:18:04.237
2.0,2021-03-08 12:25:43.033
2.0,2021-03-08 12:34:29.597
2.0,2021-03-08 13:04:40.723
2.0,2021-03-08 13:37:03.487
2.0,2021-03-08 13:53:29.037
2.0,2021-03-08 14:18:20.947
2.0,2021-03-08 16:24:21.573
2.0,2021-03-08 16:45:50.383
2.0,2021-03-08 17:04:11.580
2.0,2021-03-08 17:14:16.943
2.0,2021-03-09 09:37:28.347
2.0,2021-03-09 10:01:15.610
2.0,2021-03-09 10:38:12.077
2.0,2021-03-09 10:49:16.760
2.0,2021-03-09 10:54:00.820
2.0,2021-03-09 10:56:05.417
2.0,2021-03-09 11:24:20.767
2.0,2021-03-09 11:28:31.623
2.0,2021-03-09 13:01:26.033
2.0,2021-03-09 14:14:12.110
2.0,2021-03-09 15:20:48.027
2.0,2021-03-09 16:09:36.393
2.0,2021-03-09 17:53:03.557
2.0,2021-03-10 09:53:00.740
2.0,2021-03-10 09:56:42.147
2.0,2021-03-10 10:23:16.373
2.0,2021-03-10 10:27:36.250
2.0,2021-03-10 11:32:12.740
2.0,2021-03-10 11:57:16.940
2.0,2021-03-10 12:13:48.963
2.0,2021-03-10 12:19:35.803
2.0,2021-03-10 12:45:29.413
2.0,2021-03-10 13:05:34.697
2.0,2021-03-10 15:48:17.610
2.0,2021-03-10 16:28:29.813
2.0,2021-03-10 16:32:18.290
2.0,2021-03-10 17:55:15.997
2.0,2021-03-11 10:26:45.160
2.0,2021-03-11 10:50:33.373
2.0,2021-03-11 11:22:25.003
2.0,2021-03-11 11:34:54.743
2.0,2021-03-11 11:41:28.777
2.0,2021-03-11 13:15:58.220
2.0,2021-03-11 15:09:17.430
2.0,2021-03-11 15:10:08.930
2.0,2021-03-11 15:11:01.440
2.0,2021-03-11 17:06:57.037
2.0,2021-03-11 17:22:31.740
2.0,2021-03-12 11:02:51.383
2.0,2021-03-12 11:49:02.717
2.0,2021-03-12 12:22:25.233
2.0,2021-03-12 13:45:20.373
2.0,2021-03-12 13:50:05.877
2.0,2021-03-12 13:55:23.963
2.0,2021-03-12 14:31:05.870
2.0,2021-03-12 15:20:24.427
2.0,2021-03-12 17:21:11.777
2.0,2021-03-16 09:35:20.013
2.0,2021-03-16 09:57:36.253
2.0,2021-03-16 13:25:38.797
2.0,2021-03-16 14:18:01.460
2.0,2021-03-16 14:35:42.033
2.0,2021-03-16 15:59:51.863
2.0,2021-03-16 16:59:37.303
2.0,2021-03-17 09:44:33.067
2.0,2021-03-17 10:27:52.027
2.0,2021-03-17 11:06:20.650
2.0,2021-03-17 12:07:49.087
2.0,2021-03-17 12:35:28.447
2.0,2021-03-17 14:05:42.043
2.0,2021-03-18 08:19:01.097
2.0,2021-03-18 09:47:35.477
2.0,2021-03-18 09:51:39.403
2.0,2021-03-18 09:57:31.700
2.0,2021-03-18 10:31:49.967
2.0,2021-03-18 11:16:46.127
2.0,2021-03-18 11:43:31.260
2.0,2021-03-18 13:18:04.137
2.0,2021-03-18 13:41:21.043
2.0,2021-03-18 13:56:44.847
2.0,2021-03-18 14:01:16.697
2.0,2021-03-18 14:49:49.800
2.0,2021-03-18 14:56:57.090
2.0,2021-03-18 15:50:17.673
2.0,2021-03-18 16:48:48.750
2.0,2021-03-19 09:13:59.463
2.0,2021-03-19 10:34:51.727
2.0,2021-03-19 13:26:06.527
2.0,2021-03-19 14:23:06.130
2.0,2021-03-19 16:34:17.747
2.0,2021-03-19 16:39:15.913
2.0,2021-03-19 17:20:26.043
2.0,2021-03-22 09:52:55.677
2.0,2021-03-22 10:45:31.290
2.0,2021-03-22 12:52:12.167
2.0,2021-03-22 13:34:27.487
2.0,2021-03-22 14:32:32.893
2.0,2021-03-22 15:44:10.757
2.0,2021-03-22 17:30:22.200
2.0,2021-03-22 17:38:41.000
2.0,2021-03-23 09:56:00.420
2.0,2021-03-23 10:35:29.970
2.0,2021-03-23 11:29:53.993
2.0,2021-03-23 11:46:51.760
2.0,2021-03-23 11:50:29.007
2.0,2021-03-23 11:52:10.247
2.0,2021-03-23 12:04:13.480
2.0,2021-03-23 12:46:10.250
2.0,2021-03-23 13:04:51.470
2.0,2021-03-23 13:37:24.703
2.0,2021-03-23 13:40:19.897
2.0,2021-03-23 13:43:15.307
2.0,2021-03-24 09:51:04.500
2.0,2021-03-24 11:01:40.647
2.0,2021-03-24 11:40:31.763
2.0,2021-03-24 11:46:11.550
2.0,2021-03-24 14:24:01.723
2.0,2021-03-24 14:50:31.960
2.0,2021-03-24 15:39:32.043
2.0,2021-03-24 15:54:20.777
2.0,2021-03-24 15:58:02.330
2.0,2021-03-24 17:12:37.327
2.0,2021-03-25 10:36:27.290
2.0,2021-03-25 11:48:45.430
2.0,2021-03-25 11:54:55.847
2.0,2021-03-25 12:10:09.143
2.0,2021-03-25 12:17:53.407
2.0,2021-03-25 12:36:29.590
2.0,2021-03-25 14:26:59.097
2.0,2021-03-25 16:13:58.557
2.0,2021-03-26 11:27:42.643
2.0,2021-03-26 12:00:32.920
2.0,2021-03-26 12:03:26.207
2.0,2021-03-26 12:49:10.283
2.0,2021-03-26 13:02:02.153
2.0,2021-03-26 14:11:50.487
2.0,2021-03-26 16:03:04.033
2.0,2021-03-26 17:11:05.760
2.0,2021-03-26 17:27:08.853
2.0,2021-03-26 17:31:37.610
2.0,2021-03-29 11:12:01.023
2.0,2021-03-29 11:15:36.647
2.0,2021-03-29 11:21:52.160
2.0,2021-03-29 13:49:25.160
2.0,2021-03-29 14:44:54.210
2.0,2021-03-29 16:04:35.113
2.0,2021-03-30 11:43:49.987
2.0,2021-03-30 12:23:29.503
2.0,2021-03-30 13:09:45.320
2.0,2021-03-30 14:09:52.780
2.0,2021-03-30 15:01:19.543
2.0,2021-03-30 16:30:45.513
2.0,2021-03-30 16:37:55.600
2.0,2021-03-30 17:39:39.197
2.0,2021-03-31 08:49:51.513
2.0,2021-03-31 10:07:58.940
2.0,2021-03-31 11:03:49.643
2.0,2021-03-31 11:14:00.173
2.0,2021-03-31 11:35:56.200
2.0,2021-03-31 11:54:07.740
2.0,2021-03-31 12:19:28.567
2.0,2021-03-31 12:23:08.630
2.0,2021-03-31 12:30:05.373
2.0,2021-03-31 13:09:50.027
2.0,2021-03-31 13:13:36.023
2.0,2021-03-31 14:08:08.570
2.0,2021-03-31 14:35:21.800
2.0,2021-03-31 14:56:03.283
2.0,2021-03-31 15:21:19.450
2.0,2021-03-31 15:34:28.910
2.0,2021-03-31 16:22:21.470
2.0,2021-03-31 16:28:43.553
2.0,2021-03-31 16:41:04.707
2.0,2021-03-31 16:56:11.337
2.0,2021-03-31 16:59:52.007
2.0,2021-03-31 17:01:30.817
2.0,2021-03-31 17:04:25.357
2.0,2021-04-05 17:41:17.133
2.0,2021-04-05 17:43:18.753
2.0,2021-04-06 09:23:31.917
2.0,2021-04-06 09:45:04.267
2.0,2021-04-06 10:38:03.273
2.0,2021-04-06 10:49:27.750
2.0,2021-04-06 11:09:12.617
2.0,2021-04-06 14:58:43.730
2.0,2021-04-06 16:02:26.450
2.0,2021-04-06 16:41:46.327
2.0,2021-04-06 16:43:52.243
2.0,2021-04-06 16:45:20.687
2.0,2021-04-06 16:51:56.020
2.0,2021-04-06 16:58:21.380
2.0,2021-04-06 17:00:55.457
2.0,2021-04-07 14:33:12.170
2.0,2021-04-07 14:36:29.730
2.0,2021-04-07 15:51:25.760
2.0,2021-04-07 15:59:51.460
2.0,2021-04-08 11:50:08.730
2.0,2021-04-08 12:09:22.213
2.0,2021-04-08 12:46:29.293
2.0,2021-04-08 12:51:26.143
2.0,2021-04-08 13:25:41.880
2.0,2021-04-08 13:45:05.437
2.0,2021-04-08 13:49:54.540
2.0,2021-04-08 13:51:23.053
2.0,2021-04-08 16:02:50.007
2.0,2021-04-08 17:02:24.067
2.0,2021-04-08 17:04:43.897
2.0,2021-04-08 17:05:59.660
2.0,2021-04-08 17:10:48.473
2.0,2021-04-08 17:22:28.100
2.0,2021-04-09 10:54:11.820
2.0,2021-04-09 12:23:34.120
2.0,2021-04-09 13:13:05.187
2.0,2021-04-09 15:14:02.017
2.0,2021-04-09 16:18:35.913
2.0,2021-04-09 16:25:19.433
2.0,2021-04-09 16:28:43.927
2.0,2021-04-09 16:32:14.380
2.0,2021-04-09 16:50:04.857
2.0,2021-04-09 16:51:36.493
2.0,2021-04-09 16:53:19.560
2.0,2021-04-09 16:59:36.650
2.0,2021-04-09 17:06:43.270
2.0,2021-04-12 11:45:57.390
2.0,2021-04-12 12:12:48.840
2.0,2021-04-12 14:01:52.613
2.0,2021-04-12 14:07:43.067
2.0,2021-04-12 14:12:24.083
2.0,2021-04-12 16:10:10.963
2.0,2021-04-13 08:57:28.497
2.0,2021-04-13 09:22:47.083
2.0,2021-04-13 12:35:47.100
2.0,2021-04-13 12:55:11.027
2.0,2021-04-13 13:42:35.767
2.0,2021-04-13 14:02:30.733
2.0,2021-04-13 14:05:42.270
2.0,
2.0,2021-04-13 15:52:49.937
2.0,2021-04-13 16:18:34.920
2.0,2021-04-14 09:05:12.570
2.0,2021-04-14 09:50:27.250
2.0,2021-04-14 09:58:12.803
2.0,
2.0,2021-04-14 11:46:46.930
2.0,2021-04-14 14:11:58.263
2.0,2021-04-15 10:18:53.057
2.0,2021-04-15 10:40:45.087
2.0,2021-04-15 10:44:55.070
2.0,2021-04-15 11:12:37.240
2.0,2021-04-15 11:16:23.577
2.0,2021-04-15 11:33:06.370
2.0,2021-04-15 11:42:42.107
2.0,2021-04-15 11:49:38.583
2.0,2021-04-15 12:33:19.167
2.0,2021-04-15 13:48:45.000
2.0,2021-04-15 13:51:03.180
2.0,2021-04-15 13:58:38.533
2.0,2021-04-16 10:13:43.110
2.0,2021-04-16 10:26:23.963
2.0,2021-04-16 10:49:11.413
2.0,2021-04-16 10:56:38.713
2.0,2021-04-16 11:05:08.520
2.0,2021-04-16 13:29:41.303
2.0,2021-04-16 16:03:29.763
2.0,2021-04-19 13:30:15.457
2.0,2021-04-19 13:47:23.140
2.0,2021-04-19 15:28:35.057
2.0,2021-04-19 16:01:51.290
2.0,2021-04-19 16:19:06.240
2.0,2021-04-19 16:34:09.973
2.0,2021-04-20 10:02:17.763
2.0,2021-04-20 10:36:09.097
2.0,2021-04-20 10:49:16.470
2.0,2021-04-20 11:18:12.780
2.0,2021-04-20 11:48:42.787
2.0,2021-04-20 12:03:46.610
2.0,2021-04-20 12:18:02.023
2.0,2021-04-20 13:49:19.887
2.0,2021-04-20 13:55:00.837
2.0,2021-04-20 14:08:42.530
2.0,2021-04-20 15:10:12.633
2.0,2021-04-20 16:51:42.463
2.0,2021-04-20 17:18:36.213
2.0,2021-04-20 17:41:32.287
2.0,2021-04-20 17:45:05.567
2.0,2021-04-21 09:33:27.600
2.0,2021-04-21 09:54:39.773
2.0,2021-04-21 09:57:31.650
2.0,2021-04-21 10:19:33.730
2.0,2021-04-21 10:55:29.787
2.0,2021-04-21 12:30:39.513
2.0,2021-04-21 13:01:45.373
2.0,2021-04-21 14:15:28.427
2.0,2021-04-21 14:17:20.020
2.0,2021-04-21 15:17:32.937
2.0,2021-04-21 16:42:14.397
2.0,2021-04-21 18:13:51.967
2.0,2021-04-22 11:48:44.733
2.0,2021-04-22 13:33:51.160
2.0,2021-04-22 16:31:14.883
2.0,2021-04-22 17:16:14.913
2.0,2021-04-23 08:59:15.210
2.0,2021-04-23 09:02:37.003
2.0,2021-04-23 09:30:52.877
2.0,2021-04-23 09:36:28.683
2.0,2021-04-23 09:46:17.910
2.0,2021-04-23 09:48:53.133
2.0,2021-04-23 12:52:38.003
2.0,2021-04-23 13:28:40.607
2.0,2021-04-23 13:30:33.527
2.0,2021-04-23 15:37:43.917
2.0,2021-04-26 09:15:02.567
2.0,2021-04-26 09:16:53.627
2.0,2021-04-26 09:18:28.450
2.0,2021-04-26 12:54:49.747
2.0,2021-04-26 13:19:26.263
2.0,2021-04-26 13:25:18.463
2.0,2021-04-26 13:36:24.283
2.0,2021-04-26 14:25:12.917
2.0,2021-04-26 15:25:59.743
2.0,2021-04-26 15:52:39.663
2.0,2021-04-26 16:16:33.573
2.0,2021-04-27 09:12:53.843
2.0,2021-04-27 09:49:02.267
2.0,2021-04-27 15:52:00.593
2.0,2021-04-27 16:38:32.773
2.0,2021-04-27 16:40:54.650
2.0,2021-04-28 09:29:47.360
2.0,2021-04-28 09:52:15.953
2.0,2021-04-28 10:37:36.427
2.0,2021-04-28 11:35:42.267
2.0,2021-04-28 12:23:25.620
2.0,2021-04-28 14:04:02.963
2.0,2021-04-28 15:05:17.100
2.0,2021-04-28 16:03:17.293
2.0,2021-04-28 16:32:10.117
2.0,2021-04-29 10:56:55.180
2.0,2021-04-29 12:21:53.563
2.0,2021-04-29 12:42:19.040
2.0,2021-04-29 13:20:16.223
2.0,2021-04-29 13:21:23.950
2.0,2021-04-29 13:22:22.570
2.0,2021-04-29 13:24:14.817
2.0,2021-04-29 13:47:47.593
2.0,2021-04-29 14:11:02.273
2.0,2021-04-30 10:05:26.777
2.0,2021-04-30 10:25:36.450
2.0,2021-04-30 11:06:23.503
2.0,2021-04-30 11:54:52.460
2.0,2021-04-30 12:06:04.883
2.0,2021-04-30 12:27:56.070
2.0,2021-04-30 13:43:11.283
2.0,2021-04-30 13:49:42.910
2.0,2021-04-30 15:00:18.920
2.0,2021-04-30 15:09:12.927
2.0,2021-04-30 15:26:13.860
2.0,2021-04-30 16:22:52.417
2.0,2021-04-30 16:27:36.433
2.0,2021-04-30 16:32:44.760
2.0,2021-04-30 16:43:56.577
2.0,2021-04-30 16:51:25.650
2.0,2021-04-30 16:57:34.837
2.0,2021-04-30 16:58:49.443
2.0,2021-04-30 17:00:25.797
2.0,2021-05-04 09:26:01.283
2.0,2021-05-04 11:29:27.393
2.0,2021-05-04 12:42:12.760
2.0,2021-05-04 13:32:32.827
2.0,2021-05-04 13:51:39.920
2.0,2021-05-04 14:02:23.547
2.0,2021-05-04 14:06:46.157
2.0,2021-05-04 14:15:53.347
2.0,2021-05-04 14:19:49.080
2.0,2021-05-04 14:25:38.460
2.0,2021-05-04 14:38:36.783
2.0,2021-05-04 16:03:20.187
2.0,2021-05-04 16:45:50.803
2.0,2021-05-05 10:26:53.727
2.0,2021-05-05 10:29:05.493
2.0,2021-05-05 11:23:21.607
2.0,2021-05-05 12:51:45.867
2.0,2021-05-05 13:04:52.863
2.0,2021-05-05 15:17:23.763
2.0,2021-05-05 15:53:03.410
2.0,2021-05-05 16:34:09.387
2.0,2021-05-06 08:39:11.420
2.0,2021-05-06 13:27:30.343
2.0,2021-05-06 13:35:55.897
2.0,2021-05-06 15:14:58.070
2.0,2021-05-06 15:44:35.320
2.0,2021-05-07 10:19:17.657
2.0,2021-05-07 10:46:08.267
2.0,2021-05-07 11:49:23.237
2.0,2021-05-07 12:00:47.657
2.0,2021-05-07 14:07:45.723
2.0,2021-05-07 18:11:28.040
2.0,2021-05-10 08:23:59.037
2.0,2021-05-10 08:27:12.570
2.0,2021-05-10 11:34:39.863
2.0,2021-05-11 11:31:24.337
2.0,2021-05-11 11:55:28.867
2.0,2021-05-11 13:07:51.163
2.0,2021-05-11 13:49:59.133
2.0,2021-05-11 14:45:47.637
2.0,2021-05-11 16:37:58.217
2.0,2021-05-12 11:07:40.050
2.0,2021-05-12 11:35:56.260
2.0,2021-05-12 13:07:05.540
2.0,2021-05-12 13:08:29.053
2.0,2021-05-12 15:17:57.050
2.0,2021-05-12 16:52:08.797
2.0,2021-05-12 16:55:30.253
2.0,2021-05-12 17:42:44.340
2.0,2021-05-13 08:39:22.827
2.0,2021-05-13 10:39:06.073
2.0,2021-05-13 11:30:32.563
2.0,2021-05-13 12:24:01.203
2.0,2021-05-13 13:22:20.433
2.0,2021-05-13 14:59:12.627
2.0,2021-05-13 15:12:57.580
2.0,2021-05-13 16:00:02.960
2.0,2021-05-13 17:40:55.353
2.0,2021-05-14 08:52:08.710
2.0,2021-05-14 10:51:16.630
2.0,2021-05-14 11:31:10.973
2.0,2021-05-14 12:15:02.120
2.0,2021-05-14 15:20:57.697
2.0,2021-05-17 10:20:52.617
2.0,2021-05-17 10:58:14.977
2.0,2021-05-17 12:41:28.120
2.0,2021-05-17 13:24:00.237
2.0,2021-05-17 14:11:55.373
2.0,2021-05-17 15:06:12.773
2.0,2021-05-17 16:47:12.937
2.0,2021-05-18 08:23:45.853
2.0,2021-05-18 08:25:41.617
2.0,2021-05-18 10:10:24.117
2.0,2021-05-18 10:18:43.707
2.0,2021-05-18 10:29:22.557
2.0,2021-05-18 11:40:08.877
2.0,2021-05-18 12:46:45.507
2.0,2021-05-18 13:55:09.917
2.0,2021-05-18 14:56:45.760
2.0,2021-05-18 16:36:19.203
2.0,2021-05-18 16:38:01.070
2.0,2021-05-18 16:55:27.393
