,Referencia,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
3106,3107,2007-02-01,Suelo,Alquiler,Girona,117.0,997776.0,,
3107,3108,2007-02-01,Local,Alquiler,Girona,229.0,1065995.0,,
3116,3117,2007-02-04,Suelo,Venta,Girona,160.0,1431040.0,,
3123,3124,2007-02-09,Parking,Alquiler,Girona,252.0,2154096.0,,
3128,3129,2007-02-11,Industrial,Alquiler,Girona,244.0,1050664.0,,
3139,3140,2007-02-15,Industrial,Alquiler,Girona,138.0,1248072.0,,
3140,3141,2007-02-16,Industrial,Alquiler,Girona,298.0,1708434.0,,
3142,3143,2007-02-17,Piso,Venta,Girona,241.0,979183.0,,
3143,3144,2007-02-17,Industrial,Alquiler,Girona,288.0,1978848.0,,
3144,3145,2007-02-17,Oficina,Venta,Girona,234.0,1789866.0,,
3145,3146,2007-02-18,Oficina,Alquiler,Girona,174.0,1568610.0,,
3146,3147,2007-02-18,Industrial,Venta,Girona,177.0,1325730.0,,
3152,3153,2007-02-19,Casa,Venta,Girona,115.0,1040635.0,,
3162,3163,2007-02-23,Local,Alquiler,Girona,234.0,973206.0,,
3171,3172,2007-02-26,Casa,Venta,Girona,163.0,1478573.0,,
3176,3177,2007-02-28,Piso,Venta,Girona,128.0,801408.0,,
3179,3180,2007-03-01,Piso,Venta,Girona,174.0,1615068.0,,
3180,3181,2007-03-03,Piso,Alquiler,Girona,127.0,957453.0,,
3186,3187,2007-03-04,Piso,Alquiler,Girona,161.0,1420020.0,,
3192,3193,2007-03-07,Industrial,Venta,Girona,282.0,2019120.0,,
3195,3196,2007-03-07,Casa,Alquiler,Girona,221.0,2075632.0,,
3197,3198,2007-03-08,Piso,Alquiler,Girona,212.0,1684340.0,,
3204,3205,2007-03-10,Suelo,Venta,Girona,121.0,870837.0,,
3216,3217,2007-03-14,Industrial,Venta,Girona,161.0,1020257.0,,
3221,3222,2007-03-16,Parking,Venta,Girona,138.0,1034034.0,,
3235,3236,2007-03-20,Casa,Alquiler,Girona,292.0,2765240.0,,
3242,3243,2007-03-22,Suelo,Venta,Girona,135.0,1096470.0,,
3252,3253,2007-03-24,Casa,Venta,Girona,172.0,1389072.0,,
3254,3255,2007-03-26,Oficina,Venta,Girona,221.0,1194726.0,,
3255,3256,2007-03-26,Piso,Alquiler,Girona,266.0,2010960.0,,
3256,3257,2007-03-26,Suelo,Alquiler,Girona,128.0,912256.0,,
3272,3273,2007-04-02,Local,Alquiler,Girona,112.0,739872.0,,
3280,3281,2007-04-06,Casa,Alquiler,Girona,276.0,2336340.0,,
3282,3283,2007-04-07,Oficina,Venta,Girona,279.0,2384334.0,,
3292,3293,2007-04-10,Local,Alquiler,Girona,151.0,1028159.0,,
3293,3294,2007-04-10,Piso,Alquiler,Girona,128.0,818176.0,,
3294,3295,2007-04-11,Parking,Venta,Girona,123.0,1088181.0,,
3298,3299,2007-04-12,Parking,Alquiler,Girona,131.0,1224850.0,,
3299,3300,2007-04-12,Local,Alquiler,Girona,156.0,881868.0,,
3303,3304,2007-04-12,Piso,Venta,Girona,128.0,1270400.0,,
3306,3307,2007-04-14,Parking,Venta,Girona,221.0,1533077.0,,
3316,3317,2007-04-20,Casa,Venta,Girona,247.0,1804088.0,,
3330,3331,2007-04-27,Local,Venta,Girona,110.0,845790.0,,
