,Referencia,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1019,1020,2005-01-02,Industrial,Alquiler,Lleida,201.0,1176855.0,2005-10-07,María
1021,1022,2005-01-03,Piso,Alquiler,Tarragona,237.0,1177653.0,2005-11-10,Joaquín
1023,1024,2005-01-03,Piso,Alquiler,Barcelona,172.0,1615424.0,2005-11-19,Carmen
1024,1025,2005-01-04,Industrial,Alquiler,Tarragona,216.0,2022624.0,2005-05-07,Jesús
1025,1026,2005-01-04,Parking,Alquiler,Barcelona,206.0,1231262.0,2005-07-10,Luisa
1028,1029,2005-01-05,Piso,Alquiler,Lleida,269.0,1089181.0,2005-07-25,Joaquín
1029,1030,2005-01-05,Piso,Alquiler,Tarragona,221.0,1194505.0,2005-12-12,María
1030,1031,2005-01-05,Industrial,Alquiler,Barcelona,143.0,1106677.0,2005-08-08,María
1031,1032,2005-01-06,Industrial,Alquiler,Barcelona,170.0,1262250.0,2005-11-29,Luisa
1033,1034,2005-01-06,Industrial,Alquiler,Girona,153.0,923355.0,2005-07-07,Luisa
1034,1035,2005-01-07,Industrial,Venta,Barcelona,252.0,2398788.0,2005-11-19,Jesús
1035,1036,2005-01-07,Local,Venta,Lleida,180.0,1636560.0,2005-08-31,Luisa
1036,1037,2005-01-08,Industrial,Venta,Lleida,271.0,2496723.0,2005-12-12,Jesús
1037,1038,2005-01-08,Piso,Alquiler,Girona,59.0,325326.0,2005-04-09,Carmen
1039,1040,2005-01-09,Local,Venta,Barcelona,162.0,1315440.0,2005-09-16,Jesús
1040,1041,2005-01-09,Local,Alquiler,Tarragona,286.0,1732302.0,2005-08-26,Joaquín
1043,1044,2005-01-11,Piso,Alquiler,Tarragona,217.0,1603196.0,2005-12-11,Joaquín
1044,1045,2005-01-11,Parking,Alquiler,Girona,260.0,2402920.0,2005-10-09,Joaquín
1050,1051,2005-01-12,Parking,Venta,Lleida,246.0,1940448.0,2005-10-08,Pedro
1052,1053,2005-01-13,Industrial,Venta,Girona,42.0,224280.0,2005-07-10,María
1054,1055,2005-01-14,Local,Alquiler,Lleida,149.0,1250408.0,2005-10-30,Pedro
1057,1058,2005-01-15,Parking,Venta,Barcelona,221.0,1919827.0,2006-01-06,Joaquín
1059,1060,2005-01-17,Piso,Venta,Barcelona,80.0,500560.0,2005-12-11,Jesús
1060,1061,2005-01-17,Industrial,Venta,Barcelona,45.0,259515.0,2005-12-17,Joaquín
1061,1062,2005-01-18,Parking,Venta,Tarragona,68.0,652052.0,2005-09-20,Joaquín
1063,1064,2005-01-19,Piso,Alquiler,Girona,80.0,607200.0,2005-11-20,Carmen
1064,1065,2005-01-19,Industrial,Alquiler,Lleida,200.0,1502800.0,2005-10-14,Joaquín
1067,1068,2005-01-21,Parking,Venta,Barcelona,221.0,1471197.0,2005-10-17,Joaquín
1068,1069,2005-01-21,Local,Venta,Tarragona,108.0,1065744.0,2005-05-03,Pedro
1069,1070,2005-01-21,Parking,Venta,Lleida,232.0,1162784.0,2005-08-23,Pedro
1070,1071,2005-01-21,Parking,Venta,Girona,118.0,1134452.0,2005-04-27,Carmen
1071,1072,2005-01-22,Piso,Alquiler,Girona,132.0,592152.0,2005-04-23,Carmen
1073,1074,2005-01-22,Industrial,Alquiler,Lleida,293.0,2141830.0,2005-09-19,Joaquín
1074,1075,2005-01-23,Parking,Alquiler,Barcelona,290.0,2275050.0,2005-09-20,Jesús
1075,1076,2005-01-23,Parking,Venta,Lleida,72.0,298368.0,2005-04-26,Luisa
1076,1077,2005-01-23,Local,Alquiler,Barcelona,212.0,1911604.0,2006-01-14,María
1079,1080,2005-01-24,Local,Alquiler,Lleida,287.0,2279354.0,2005-12-15,Joaquín
1080,1081,2005-01-24,Piso,Alquiler,Barcelona,180.0,1128420.0,2005-10-13,Carmen
1083,1084,2005-01-25,Parking,Alquiler,Girona,287.0,1370138.0,2005-05-03,Joaquín
1084,1085,2005-01-25,Industrial,Venta,Barcelona,47.0,424175.0,2005-06-19,Joaquín
1085,1086,2005-01-25,Piso,Alquiler,Lleida,260.0,2546180.0,2005-05-23,Carmen
1086,1087,2005-01-26,Parking,Alquiler,Tarragona,197.0,1199730.0,2006-01-13,Luisa
1087,1088,2005-01-26,Industrial,Alquiler,Tarragona,144.0,760176.0,2005-10-20,Pedro
1088,1089,2005-01-27,Industrial,Venta,Barcelona,168.0,1081248.0,2005-06-01,Carmen
1089,1090,2005-01-28,Local,Alquiler,Barcelona,253.0,1816793.0,2005-10-22,Pedro
1091,1092,2005-01-29,Piso,Alquiler,Tarragona,299.0,2130375.0,2005-10-28,Carmen
1092,1093,2005-01-31,Parking,Alquiler,Girona,222.0,2209344.0,2005-09-09,Carmen
1093,1094,2005-02-01,Piso,Venta,Barcelona,139.0,1187477.0,2005-05-31,Carmen
1094,1095,2005-02-01,Local,Venta,Barcelona,300.0,1772700.0,2006-01-03,María
1095,1096,2005-02-01,Local,Venta,Girona,64.0,539392.0,2005-08-03,Pedro
1098,1099,2005-02-02,Industrial,Alquiler,Girona,82.0,621314.0,2005-09-07,Luisa
1099,1100,2005-02-02,Piso,Alquiler,Tarragona,243.0,1814238.0,2006-01-29,Jesús
1102,1103,2005-02-03,Local,Venta,Lleida,125.0,932250.0,2005-08-03,María
1104,1105,2005-02-03,Parking,Alquiler,Tarragona,97.0,541648.0,2005-06-11,Carmen
1107,1108,2005-02-05,Industrial,Alquiler,Lleida,199.0,1009328.0,2005-12-04,Pedro
1108,1109,2005-02-05,Parking,Alquiler,Tarragona,286.0,2064634.0,2005-05-26,Carmen
1109,1110,2005-02-05,Local,Venta,Lleida,110.0,924990.0,2005-09-25,Pedro
1110,1111,2005-02-06,Parking,Alquiler,Barcelona,87.0,372447.0,2005-07-17,Jesús
1111,1112,2005-02-06,Industrial,Alquiler,Barcelona,210.0,1602300.0,2005-06-26,Pedro
1112,1113,2005-02-06,Parking,Venta,Tarragona,157.0,1323353.0,2005-07-25,Luisa
1113,1114,2005-02-07,Industrial,Venta,Girona,76.0,499244.0,2005-07-04,Luisa
1114,1115,2005-02-08,Piso,Alquiler,Lleida,179.0,963020.0,2005-11-06,Pedro
1115,1116,2005-02-08,Local,Venta,Lleida,96.0,493632.0,2006-01-13,Jesús
1117,1118,2005-02-09,Parking,Alquiler,Lleida,293.0,2741308.0,2005-10-20,María
1118,1119,2005-02-10,Local,Alquiler,Barcelona,286.0,1912482.0,2005-11-26,Pedro
1119,1120,2005-02-10,Local,Venta,Girona,180.0,1707660.0,2005-07-28,Joaquín
1120,1121,2005-02-10,Piso,Venta,Lleida,176.0,1592624.0,2005-05-20,Carmen
1121,1122,2005-02-11,Piso,Venta,Girona,228.0,1339044.0,2005-12-14,Pedro
1123,1124,2005-02-11,Piso,Venta,Girona,208.0,1215344.0,2005-05-27,Jesús
1125,1126,2005-02-13,Piso,Venta,Tarragona,111.0,462315.0,2006-01-13,Luisa
1126,1127,2005-02-14,Piso,Alquiler,Tarragona,75.0,359775.0,2005-05-29,María
1127,1128,2005-02-14,Parking,Venta,Barcelona,229.0,1859480.0,2006-01-06,Joaquín
1130,1131,2005-02-15,Parking,Venta,Barcelona,156.0,795912.0,2006-01-06,Carmen
1131,1132,2005-02-15,Piso,Alquiler,Barcelona,92.0,900956.0,2005-06-14,Pedro
1133,1134,2005-02-15,Local,Venta,Barcelona,122.0,879254.0,2005-06-25,Luisa
1136,1137,2005-02-16,Piso,Venta,Lleida,75.0,563475.0,2005-12-25,Pedro
1138,1139,2005-02-16,Industrial,Venta,Girona,96.0,742176.0,2005-12-15,Pedro
1140,1141,2005-02-16,Parking,Venta,Lleida,179.0,1601334.0,2005-11-07,Jesús
1144,1145,2005-02-17,Piso,Alquiler,Tarragona,106.0,850226.0,2005-09-02,Joaquín
1146,1147,2005-02-18,Industrial,Alquiler,Lleida,153.0,1519137.0,2005-06-20,Carmen
1149,1150,2005-02-18,Piso,Alquiler,Lleida,105.0,909090.0,2005-10-25,Jesús
1150,1151,2005-02-18,Local,Venta,Barcelona,158.0,1308398.0,2006-02-05,Carmen
1151,1152,2005-02-19,Local,Venta,Girona,224.0,1966272.0,2005-12-02,Pedro
1153,1154,2005-02-20,Piso,Alquiler,Barcelona,292.0,2865688.0,2005-08-21,Carmen
1155,1156,2005-02-20,Industrial,Venta,Tarragona,251.0,1305200.0,2005-12-18,Luisa
1156,1157,2005-02-20,Local,Venta,Girona,254.0,1614170.0,2006-01-18,María
1158,1159,2005-02-20,Industrial,Venta,Tarragona,214.0,1823708.0,2005-09-16,Joaquín
1159,1160,2005-02-21,Industrial,Venta,Barcelona,276.0,2148384.0,2005-10-12,Jesús
1161,1162,2005-02-22,Local,Venta,Tarragona,111.0,698301.0,2005-10-23,Joaquín
1162,1163,2005-02-22,Industrial,Alquiler,Tarragona,81.0,523989.0,2005-10-13,Joaquín
1163,1164,2005-02-22,Parking,Venta,Lleida,174.0,750984.0,2005-07-07,Joaquín
1165,1166,2005-02-23,Piso,Alquiler,Lleida,227.0,1820540.0,2005-10-12,Luisa
1166,1167,2005-02-23,Parking,Venta,Lleida,152.0,1076464.0,2005-05-27,Pedro
1167,1168,2005-02-24,Piso,Venta,Girona,206.0,1136502.0,2006-01-22,Pedro
1169,1170,2005-02-24,Local,Alquiler,Tarragona,165.0,744480.0,2005-08-06,Jesús
1172,1173,2005-02-25,Local,Venta,Lleida,83.0,463306.0,2005-09-04,María
1173,1174,2005-02-26,Piso,Venta,Lleida,72.0,322344.0,2005-08-03,María
1174,1175,2005-02-26,Local,Alquiler,Girona,62.0,484592.0,2005-10-09,María
1177,1178,2005-02-27,Parking,Venta,Tarragona,219.0,1468614.0,2005-10-10,Pedro
1182,1183,2005-03-01,Parking,Alquiler,Girona,45.0,360540.0,2005-09-02,María
1184,1185,2005-03-02,Piso,Venta,Barcelona,236.0,1388388.0,2006-02-04,Joaquín
1186,1187,2005-03-03,Industrial,Alquiler,Girona,50.0,442300.0,2005-06-30,María
1187,1188,2005-03-03,Parking,Alquiler,Girona,93.0,375813.0,2005-07-12,Pedro
1188,1189,2005-03-03,Piso,Alquiler,Barcelona,255.0,1471605.0,2005-10-11,Carmen
1189,1190,2005-03-03,Parking,Venta,Girona,153.0,1401633.0,2005-09-14,Carmen
1190,1191,2005-03-03,Industrial,Venta,Barcelona,142.0,1256274.0,2005-07-21,Pedro
1194,1195,2005-03-04,Piso,Alquiler,Girona,92.0,743360.0,2005-08-11,Pedro
1197,1198,2005-03-06,Piso,Venta,Barcelona,98.0,917378.0,2005-12-06,Pedro
1199,1200,2005-03-06,Local,Venta,Barcelona,60.0,474600.0,2005-10-01,Luisa
1202,1203,2005-03-07,Industrial,Venta,Lleida,237.0,1013175.0,2006-01-10,Pedro
1204,1205,2005-03-07,Local,Venta,Barcelona,213.0,2105079.0,2005-07-25,Joaquín
1208,1209,2005-03-08,Piso,Alquiler,Girona,91.0,395850.0,2005-12-10,Carmen
1210,1211,2005-03-09,Local,Venta,Lleida,229.0,935694.0,2005-10-18,Jesús
1214,1215,2005-03-10,Piso,Alquiler,Lleida,42.0,293370.0,2005-08-20,Pedro
1215,1216,2005-03-10,Piso,Alquiler,Lleida,281.0,2688046.0,2005-10-24,Luisa
1217,1218,2005-03-11,Piso,Venta,Girona,241.0,1729416.0,2005-09-18,Carmen
1219,1220,2005-03-12,Parking,Venta,Tarragona,90.0,438480.0,2005-10-23,Joaquín
1220,1221,2005-03-12,Local,Alquiler,Barcelona,269.0,2032295.0,2005-11-27,Joaquín
1221,1222,2005-03-12,Piso,Alquiler,Tarragona,245.0,1377880.0,2005-07-10,Joaquín
1222,1223,2005-03-12,Parking,Venta,Girona,181.0,1805475.0,2005-06-10,María
1223,1224,2005-03-13,Parking,Venta,Tarragona,124.0,1070740.0,2005-12-22,Carmen
1224,1225,2005-03-14,Parking,Venta,Girona,164.0,785068.0,2006-01-22,Jesús
1225,1226,2005-03-14,Piso,Venta,Lleida,291.0,1497195.0,2005-08-17,María
1226,1227,2005-03-14,Industrial,Alquiler,Girona,164.0,1526840.0,2005-10-20,María
1227,1228,2005-03-14,Piso,Alquiler,Tarragona,188.0,996588.0,2005-06-20,Carmen
1231,1232,2005-03-16,Local,Alquiler,Barcelona,138.0,949578.0,2006-02-17,María
1232,1233,2005-03-17,Parking,Venta,Lleida,88.0,820776.0,2005-08-20,Carmen
1233,1234,2005-03-17,Local,Venta,Lleida,116.0,848888.0,2005-07-26,Jesús
1234,1235,2005-03-18,Piso,Venta,Lleida,233.0,1673173.0,2005-06-28,Joaquín
1239,1240,2005-03-19,Industrial,Alquiler,Lleida,285.0,2562435.0,2005-06-20,Carmen
1240,1241,2005-03-19,Local,Alquiler,Tarragona,88.0,630608.0,2005-12-17,Joaquín
1241,1242,2005-03-20,Piso,Alquiler,Girona,100.0,484200.0,2005-09-30,Pedro
1242,1243,2005-03-20,Industrial,Alquiler,Girona,52.0,269516.0,2005-08-21,Carmen
1244,1245,2005-03-20,Parking,Venta,Girona,276.0,1477428.0,2005-11-23,María
1245,1246,2005-03-21,Parking,Venta,Barcelona,68.0,367132.0,2005-08-31,Joaquín
1246,1247,2005-03-22,Industrial,Venta,Barcelona,268.0,1557884.0,2005-12-09,Luisa
1247,1248,2005-03-22,Piso,Alquiler,Tarragona,182.0,851032.0,2006-01-02,Carmen
1248,1249,2005-03-22,Parking,Alquiler,Barcelona,99.0,500148.0,2005-08-09,Joaquín
1249,1250,2005-03-23,Piso,Venta,Girona,163.0,1362843.0,2006-01-31,Luisa
1250,1251,2005-03-23,Local,Alquiler,Barcelona,150.0,730350.0,2005-06-28,Carmen
1252,1253,2005-03-23,Industrial,Alquiler,Barcelona,71.0,459725.0,2006-01-26,Joaquín
1253,1254,2005-03-24,Industrial,Venta,Barcelona,127.0,757809.0,2006-02-20,Luisa
1255,1256,2005-03-24,Piso,Venta,Girona,168.0,1620192.0,2005-10-09,María
1256,1257,2005-03-25,Parking,Venta,Girona,117.0,1149525.0,2006-02-27,Pedro
1258,1259,2005-03-25,Industrial,Venta,Tarragona,180.0,1495260.0,2005-11-03,Luisa
1259,1260,2005-03-26,Industrial,Venta,Barcelona,91.0,485849.0,2005-07-24,Pedro
1261,1262,2005-03-26,Industrial,Alquiler,Barcelona,68.0,525096.0,2005-08-27,Joaquín
1266,1267,2005-03-29,Parking,Venta,Lleida,40.0,349720.0,2006-02-14,Luisa
1267,1268,2005-03-30,Industrial,Alquiler,Girona,167.0,1191044.0,2006-03-30,Joaquín
1268,1269,2005-03-30,Piso,Venta,Barcelona,138.0,1307688.0,2006-02-11,María
1270,1271,2005-03-30,Parking,Venta,Tarragona,196.0,1730876.0,2005-07-12,Luisa
1272,1273,2005-03-31,Piso,Venta,Girona,283.0,1599233.0,2005-11-04,Pedro
1273,1274,2005-03-31,Piso,Venta,Lleida,189.0,1821771.0,2005-07-09,Pedro
1274,1275,2005-04-01,Piso,Alquiler,Tarragona,278.0,1754180.0,2005-12-03,Luisa
1275,1276,2005-04-02,Industrial,Alquiler,Lleida,222.0,1617270.0,2005-12-04,Luisa
1276,1277,2005-04-02,Industrial,Alquiler,Lleida,285.0,2232690.0,2006-01-29,María
1277,1278,2005-04-02,Piso,Alquiler,Lleida,132.0,1040028.0,2005-11-17,María
1279,1280,2005-04-03,Industrial,Alquiler,Lleida,285.0,1938000.0,2005-09-26,Joaquín
1280,1281,2005-04-04,Piso,Venta,Girona,176.0,1004608.0,2006-01-06,Jesús
1282,1283,2005-04-04,Local,Alquiler,Girona,179.0,812660.0,2005-10-31,Jesús
1284,1285,2005-04-05,Piso,Alquiler,Girona,72.0,682344.0,2005-08-26,Pedro
1285,1286,2005-04-05,Parking,Alquiler,Girona,297.0,2872287.0,2005-09-16,Luisa
1290,1291,2005-04-06,Industrial,Venta,Tarragona,131.0,1273320.0,2005-11-30,Joaquín
1291,1292,2005-04-06,Industrial,Alquiler,Lleida,170.0,1566720.0,2005-09-02,Pedro
1292,1293,2005-04-06,Industrial,Venta,Tarragona,230.0,1806650.0,2005-11-30,Pedro
1293,1294,2005-04-07,Local,Venta,Barcelona,102.0,480318.0,2006-01-12,Joaquín
1296,1297,2005-04-07,Industrial,Venta,Girona,230.0,1751450.0,2005-07-07,Jesús
1297,1298,2005-04-08,Industrial,Venta,Barcelona,248.0,1179488.0,2005-12-26,Jesús
1298,1299,2005-04-09,Local,Venta,Girona,290.0,1702590.0,2006-04-09,Pedro
1303,1304,2005-04-13,Industrial,Venta,Tarragona,102.0,627300.0,2006-03-28,Pedro
1306,1307,2005-04-15,Industrial,Venta,Girona,264.0,2589312.0,2005-07-20,Pedro
1307,1308,2005-04-15,Parking,Venta,Lleida,149.0,1004707.0,2006-01-18,Joaquín
1308,1309,2005-04-15,Parking,Alquiler,Lleida,99.0,574200.0,2005-09-16,Pedro
1312,1313,2005-04-16,Piso,Alquiler,Lleida,165.0,921195.0,2005-10-05,Luisa
1313,1314,2005-04-17,Local,Alquiler,Tarragona,142.0,1205864.0,2006-02-05,Luisa
1314,1315,2005-04-17,Parking,Alquiler,Lleida,116.0,1035416.0,2006-02-01,María
1315,1316,2005-04-17,Piso,Alquiler,Barcelona,223.0,1795819.0,2005-08-30,Luisa
1319,1320,2005-04-18,Piso,Alquiler,Girona,164.0,841484.0,2006-04-07,María
1320,1321,2005-04-18,Local,Alquiler,Girona,271.0,2478566.0,2005-07-21,Pedro
1321,1322,2005-04-18,Local,Venta,Lleida,245.0,2396835.0,2005-08-18,Joaquín
1322,1323,2005-04-19,Piso,Alquiler,Lleida,84.0,431760.0,2006-04-09,Carmen
1324,1325,2005-04-19,Piso,Alquiler,Barcelona,73.0,563122.0,2005-10-25,Carmen
1325,1326,2005-04-19,Industrial,Alquiler,Barcelona,152.0,651472.0,2005-09-13,Carmen
1326,1327,2005-04-19,Industrial,Venta,Barcelona,43.0,281521.0,2005-10-27,Jesús
1327,1328,2005-04-20,Parking,Alquiler,Barcelona,273.0,2306031.0,2005-09-25,Carmen
1330,1331,2005-04-21,Piso,Venta,Tarragona,176.0,1435632.0,2006-03-10,Luisa
1331,1332,2005-04-21,Parking,Alquiler,Tarragona,281.0,1619122.0,2005-09-26,Luisa
1332,1333,2005-04-21,Industrial,Venta,Tarragona,42.0,287952.0,2006-01-01,Carmen
1334,1335,2005-04-22,Local,Venta,Tarragona,229.0,954930.0,2005-08-15,María
1335,1336,2005-04-22,Industrial,Alquiler,Tarragona,266.0,2583126.0,2005-12-02,Pedro
1336,1337,2005-04-23,Local,Alquiler,Girona,69.0,493971.0,2005-09-05,María
1340,1341,2005-04-25,Local,Venta,Girona,132.0,1007688.0,2005-12-26,Luisa
1341,1342,2005-04-25,Parking,Venta,Barcelona,194.0,1698664.0,2006-03-20,Carmen
1343,1344,2005-04-25,Parking,Venta,Tarragona,285.0,1500240.0,2005-08-20,Carmen
1345,1346,2005-04-25,Local,Alquiler,Barcelona,50.0,333650.0,2005-12-16,Carmen
1346,1347,2005-04-26,Local,Venta,Barcelona,115.0,950015.0,2005-09-26,Pedro
1350,1351,2005-04-26,Piso,Venta,Tarragona,59.0,505040.0,2005-09-08,Carmen
1351,1352,2005-04-27,Piso,Venta,Girona,189.0,1064637.0,2005-11-29,Jesús
1352,1353,2005-04-27,Industrial,Alquiler,Barcelona,269.0,1702501.0,2005-12-10,Luisa
1353,1354,2005-04-28,Industrial,Venta,Barcelona,242.0,2418064.0,2005-10-24,Jesús
1354,1355,2005-04-28,Piso,Alquiler,Tarragona,158.0,886222.0,2006-04-24,Luisa
1356,1357,2005-04-28,Local,Venta,Lleida,285.0,1827420.0,2006-02-06,Luisa
1357,1358,2005-04-29,Local,Venta,Tarragona,274.0,2474494.0,2006-03-25,Carmen
1358,1359,2005-04-29,Parking,Venta,Tarragona,256.0,1059328.0,2006-04-17,Jesús
1359,1360,2005-04-29,Parking,Venta,Tarragona,196.0,1201480.0,2005-09-18,María
1360,1361,2005-04-30,Local,Venta,Tarragona,186.0,1179612.0,2005-10-06,Carmen
1363,1364,2005-05-01,Industrial,Venta,Lleida,82.0,783510.0,2006-02-13,Joaquín
1368,1369,2005-05-02,Parking,Alquiler,Lleida,128.0,976384.0,2006-04-19,Joaquín
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286.0,2633774.0,2005-09-01,Carmen
1373,1374,2005-05-04,Local,Venta,Barcelona,214.0,1287210.0,2005-12-21,Joaquín
1376,1377,2005-05-05,Industrial,Venta,Tarragona,128.0,832000.0,2005-10-06,Luisa
1378,1379,2005-05-06,Parking,Alquiler,Barcelona,119.0,1013523.0,2005-08-17,Joaquín
1379,1380,2005-05-06,Industrial,Venta,Girona,192.0,958464.0,2005-08-13,Jesús
1381,1382,2005-05-06,Parking,Venta,Tarragona,248.0,1352096.0,2006-03-14,Jesús
1382,1383,2005-05-06,Industrial,Venta,Girona,167.0,814793.0,2006-02-27,Luisa
1384,1385,2005-05-08,Parking,Venta,Barcelona,258.0,2066064.0,2005-11-25,María
1388,1389,2005-05-08,Parking,Venta,Girona,203.0,1892772.0,2006-03-26,María
1390,1391,2005-05-09,Industrial,Alquiler,Girona,160.0,804640.0,2006-04-03,Carmen
1394,1395,2005-05-10,Local,Venta,Girona,252.0,1923264.0,2005-09-21,Carmen
1395,1396,2005-05-10,Industrial,Alquiler,Lleida,292.0,1177052.0,2006-04-30,Jesús
1396,1397,2005-05-10,Local,Alquiler,Lleida,223.0,1623217.0,2005-08-12,Luisa
1401,1402,2005-05-13,Industrial,Venta,Tarragona,155.0,1133050.0,2006-02-28,Pedro
1403,1404,2005-05-15,Local,Venta,Barcelona,188.0,1453428.0,2005-09-14,Joaquín
1404,1405,2005-05-15,Parking,Venta,Girona,71.0,493166.0,2005-12-08,Joaquín
1405,1406,2005-05-15,Parking,Venta,Barcelona,163.0,1531222.0,2005-10-28,Joaquín
1407,1408,2005-05-16,Parking,Venta,Barcelona,185.0,1384355.0,2005-11-15,Luisa
1408,1409,2005-05-16,Industrial,Venta,Lleida,206.0,1733696.0,2005-09-16,Pedro
1410,1411,2005-05-18,Piso,Alquiler,Tarragona,119.0,999481.0,2005-09-08,María
1411,1412,2005-05-18,Industrial,Alquiler,Girona,233.0,2120067.0,2006-02-24,Jesús
1413,1414,2005-05-21,Piso,Alquiler,Tarragona,209.0,1206766.0,2005-11-09,Joaquín
1416,1417,2005-05-21,Piso,Venta,Tarragona,262.0,1137866.0,2005-10-23,Joaquín
1417,1418,2005-05-21,Piso,Alquiler,Tarragona,87.0,520521.0,2005-09-15,Carmen
1418,1419,2005-05-21,Industrial,Alquiler,Barcelona,244.0,1300276.0,2006-03-21,Joaquín
1420,1421,2005-05-22,Industrial,Venta,Barcelona,196.0,1584856.0,2005-09-02,Joaquín
1421,1422,2005-05-22,Parking,Alquiler,Girona,282.0,1132230.0,2006-03-20,Pedro
1422,1423,2005-05-23,Parking,Alquiler,Tarragona,280.0,1240400.0,2005-11-04,Jesús
1423,1424,2005-05-23,Local,Alquiler,Barcelona,185.0,1583785.0,2005-09-17,Luisa
1424,1425,2005-05-23,Parking,Venta,Barcelona,63.0,516159.0,2006-03-13,Luisa
1426,1427,2005-05-24,Parking,Alquiler,Girona,223.0,2228439.0,2005-09-17,Carmen
1428,1429,2005-05-25,Local,Alquiler,Lleida,200.0,1046800.0,2006-03-03,María
1429,1430,2005-05-25,Industrial,Venta,Lleida,63.0,416430.0,2006-01-09,Pedro
1430,1431,2005-05-25,Piso,Venta,Barcelona,208.0,1792128.0,2006-04-15,Jesús
1432,1433,2005-05-26,Industrial,Alquiler,Tarragona,273.0,1610973.0,2006-03-21,Pedro
1433,1434,2005-05-27,Parking,Venta,Tarragona,134.0,572984.0,2005-12-30,Jesús
1435,1436,2005-05-27,Industrial,Venta,Lleida,175.0,1428350.0,2005-11-08,Jesús
1436,1437,2005-05-27,Industrial,Venta,Barcelona,261.0,1435239.0,2006-03-22,Joaquín
1437,1438,2005-05-28,Parking,Venta,Lleida,108.0,1001376.0,2006-02-10,Carmen
1438,1439,2005-05-28,Industrial,Venta,Girona,233.0,1306664.0,2005-10-30,Luisa
1439,1440,2005-05-28,Parking,Venta,Girona,255.0,1504755.0,2005-10-31,Luisa
1440,1441,2005-05-29,Industrial,Alquiler,Tarragona,249.0,2116251.0,2006-01-14,Carmen
1441,1442,2005-05-29,Industrial,Venta,Barcelona,160.0,1496320.0,2006-05-08,María
1443,1444,2005-05-29,Piso,Alquiler,Lleida,204.0,958392.0,2006-01-21,Joaquín
1444,1445,2005-05-29,Piso,Alquiler,Barcelona,137.0,585812.0,2006-01-26,Luisa
1445,1446,2005-05-30,Parking,Venta,Tarragona,54.0,470988.0,2006-01-02,María
1448,1449,2005-06-01,Piso,Alquiler,Girona,85.0,706690.0,2006-01-03,Joaquín
1451,1452,2005-06-03,Industrial,Venta,Girona,70.0,455000.0,2005-10-22,Pedro
1453,1454,2005-06-04,Piso,Alquiler,Tarragona,193.0,1605374.0,2006-01-13,Joaquín
1457,1458,2005-06-05,Parking,Venta,Girona,277.0,1691085.0,2005-11-19,Pedro
1458,1459,2005-06-05,Industrial,Venta,Girona,76.0,456532.0,2005-09-19,Joaquín
1460,1461,2005-06-06,Local,Venta,Girona,129.0,563085.0,2005-12-18,Jesús
1461,1462,2005-06-06,Piso,Venta,Lleida,80.0,471440.0,2005-09-28,Luisa
1462,1463,2005-06-07,Parking,Alquiler,Tarragona,177.0,1591584.0,2005-10-30,Joaquín
1464,1465,2005-06-08,Piso,Alquiler,Tarragona,61.0,525454.0,2006-04-10,Luisa
1469,1470,2005-06-09,Industrial,Alquiler,Tarragona,274.0,2690954.0,2006-05-17,Joaquín
1471,1472,2005-06-10,Parking,Alquiler,Lleida,141.0,1250952.0,2006-02-26,Luisa
1472,1473,2005-06-10,Piso,Venta,Barcelona,213.0,1955340.0,2006-04-23,Jesús
1475,1476,2005-06-11,Parking,Alquiler,Lleida,248.0,2172232.0,2005-09-20,Pedro
1476,1477,2005-06-12,Parking,Alquiler,Girona,73.0,364270.0,2006-02-02,María
1478,1479,2005-06-13,Industrial,Venta,Tarragona,51.0,417231.0,2006-03-19,Pedro
1480,1481,2005-06-13,Local,Alquiler,Tarragona,261.0,1344933.0,2005-09-24,Pedro
1483,1484,2005-06-13,Parking,Alquiler,Barcelona,282.0,2677590.0,2006-04-08,Luisa
1485,1486,2005-06-15,Local,Alquiler,Girona,167.0,1121906.0,2005-11-12,Carmen
1489,1490,2005-06-16,Parking,Venta,Barcelona,112.0,691712.0,2006-04-10,Pedro
1491,1492,2005-06-16,Piso,Alquiler,Tarragona,165.0,1405305.0,2006-02-01,Carmen
1492,1493,2005-06-16,Industrial,Alquiler,Tarragona,250.0,1001750.0,2005-11-23,Joaquín
1496,1497,2005-06-18,Piso,Venta,Tarragona,175.0,880075.0,2005-12-15,Jesús
1498,1499,2005-06-19,Industrial,Alquiler,Barcelona,175.0,1084300.0,2005-10-10,Luisa
1499,1500,2005-06-20,Industrial,Venta,Lleida,125.0,595750.0,2006-03-30,Joaquín
1501,1502,2005-06-21,Industrial,Venta,Girona,120.0,1175160.0,2005-11-28,Carmen
1502,1503,2005-06-21,Industrial,Alquiler,Lleida,157.0,977011.0,2006-03-03,Carmen
1503,1504,2005-06-21,Industrial,Venta,Girona,190.0,778430.0,2005-11-14,Joaquín
1506,1507,2005-06-22,Parking,Venta,Tarragona,118.0,716260.0,2006-04-04,Luisa
1508,1509,2005-06-22,Piso,Venta,Girona,244.0,2180628.0,2006-02-05,Pedro
1509,1510,2005-06-22,Parking,Venta,Tarragona,163.0,763329.0,2006-02-05,Joaquín
1510,1511,2005-06-23,Piso,Venta,Lleida,213.0,1587063.0,2006-02-02,Carmen
1512,1513,2005-06-24,Piso,Venta,Lleida,199.0,987040.0,2006-01-11,Luisa
